"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2010,1,1,1.471,1.074
2010,1,2,1.806,1.056
2010,1,3,1.5,1.176
2010,2,1,2.132,0.841
2010,2,2,0.711,0.593
2010,2,3,1.453,0.341
2010,3,1,1.211,0.598
2010,3,2,2.549,0.444
2010,3,3,0.578,0.326
2010,4,1,0.02,0.02
2010,4,2,0.02,0.02
2010,4,3,0.936,0.032
2010,5,1,0.179,0.025
2010,5,2,1.032,0.395
2010,5,3,1.189,5.576
2010,6,1,14.75,30.23
2010,6,2,62.123,60.365
2010,6,3,53.042,48.995
2010,7,1,60.355,58.392
2010,7,2,70.081,61.914
2010,7,3,116.784,82.265
2010,8,1,65.9,65.529
2010,8,2,96.848,43.245
2010,8,3,112.868,71.775
2010,9,1,113.654,64.365
2010,9,2,11.949,39.574
2010,9,3,24.676,40.056
2010,10,1,6.647,19.044
2010,10,2,16.319,8.51
2010,10,3,21.929,4.485
2010,11,1,11.907,3.431
2010,11,2,23.885,3.498
2010,11,3,13.721,1.929
2010,12,1,0.966,1.01
2010,12,2,0.907,0.917
2010,12,3,1,1.007
2011,1,1,1.1,1.074
2011,1,2,1.071,1.056
2011,1,3,1.135,1.176
2011,2,1,0.848,0.841
2011,2,2,0.838,0.593
2011,2,3,0.534,0.341
2011,3,1,0.525,0.598
2011,3,2,0.343,0.444
2011,3,3,0.532,0.326
2011,4,1,0.056,0.02
2011,4,2,0.034,0.02
2011,4,3,0.39,0.032
2011,5,1,0.012,0.025
2011,5,2,0.049,0.395
2011,5,3,2.404,5.576
2011,6,1,55.152,30.23
2011,6,2,13.689,60.365
2011,6,3,23.392,48.995
2011,7,1,72.005,58.392
2011,7,2,97.002,61.914
2011,7,3,79.816,82.265
2011,8,1,22.051,65.529
2011,8,2,26.047,43.245
2011,8,3,184.532,71.775
2011,9,1,84.515,64.365
2011,9,2,49.699,39.574
2011,9,3,3.017,40.056
2011,10,1,0.919,19.044
2011,10,2,18.211,8.51
2011,10,3,1.159,4.485
2011,11,1,1,3.431
2011,11,2,0.968,3.498
2011,11,3,1.098,1.929
2011,12,1,0.983,1.01
2011,12,2,0.919,0.917
2011,12,3,1,1.007
2012,1,1,1.108,1.074
2012,1,2,1.064,1.056
2012,1,3,1.431,1.176
2012,2,1,0.591,0.841
2012,2,2,0.581,0.593
2012,2,3,0.292,0.341
2012,3,1,0.189,0.598
2012,3,2,0.186,0.444
2012,3,3,0.304,0.326
2012,4,1,0.022,0.02
2012,4,2,0.199,0.02
2012,4,3,0.069,0.032
2012,5,1,0.578,0.025
2012,5,2,0.414,0.395
2012,5,3,1.37,5.576
2012,6,1,13.988,30.23
2012,6,2,115.333,60.365
2012,6,3,20.721,48.995
2012,7,1,112.522,58.392
2012,7,2,23.243,61.914
2012,7,3,118.806,82.265
2012,8,1,73.706,65.529
2012,8,2,39.637,43.245
2012,8,3,77.191,71.775
2012,9,1,157.14,64.365
2012,9,2,9.978,39.574
2012,9,3,21.4,40.056
2012,10,1,35.64,19.044
2012,10,2,1.87,8.51
2012,10,3,2.466,4.485
2012,11,1,3.532,3.431
2012,11,2,0.909,3.498
2012,11,3,0.985,1.929
2012,12,1,0.966,1.01
2012,12,2,0.946,0.917
2012,12,3,1,1.007