"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2004,1,1,1.412,1.074
2004,1,2,1.199,1.056
2004,1,3,1.324,1.176
2004,2,1,0.564,0.841
2004,2,2,0.571,0.593
2004,2,3,0.267,0.341
2004,3,1,0.27,0.598
2004,3,2,0.24,0.444
2004,3,3,0.35,0.326
2004,4,1,0.049,0.02
2004,4,2,0.02,0.02
2004,4,3,0.032,0.032
2004,5,1,0.588,0.025
2004,5,2,4.147,0.395
2004,5,3,1.343,5.576
2004,6,1,31.02,30.23
2004,6,2,44.441,60.365
2004,6,3,5.615,48.995
2004,7,1,33.615,58.392
2004,7,2,43.529,61.914
2004,7,3,145.525,82.265
2004,8,1,102.306,65.529
2004,8,2,8.336,43.245
2004,8,3,61.544,71.775
2004,9,1,34.566,64.365
2004,9,2,14.74,39.574
2004,9,3,122.944,40.056
2004,10,1,17.051,19.044
2004,10,2,1.159,8.51
2004,10,3,1.39,4.485
2004,11,1,8.919,3.431
2004,11,2,1.922,3.498
2004,11,3,1.875,1.929
2004,12,1,0.966,1.01
2004,12,2,0.904,0.917
2004,12,3,1,1.007
2005,1,1,1.789,1.074
2005,1,2,1.73,1.056
2005,1,3,1.926,1.176
2005,2,1,0.887,0.841
2005,2,2,0.608,0.593
2005,2,3,0.647,0.341
2005,3,1,3.341,0.598
2005,3,2,0.211,0.444
2005,3,3,0.287,0.326
2005,4,1,0.025,0.02
2005,4,2,0.02,0.02
2005,4,3,1.201,0.032
2005,5,1,0.027,0.025
2005,5,2,0.103,0.395
2005,5,3,2.512,5.576
2005,6,1,12.625,30.23
2005,6,2,27.61,60.365
2005,6,3,37.907,48.995
2005,7,1,87.838,58.392
2005,7,2,73.265,61.914
2005,7,3,155.537,82.265
2005,8,1,108.118,65.529
2005,8,2,36.292,43.245
2005,8,3,21.912,71.775
2005,9,1,109.721,64.365
2005,9,2,78.316,39.574
2005,9,3,23.297,40.056
2005,10,1,1.324,19.044
2005,10,2,10.431,8.51
2005,10,3,2.772,4.485
2005,11,1,1.088,3.431
2005,11,2,1,3.498
2005,11,3,2.042,1.929
2005,12,1,0.966,1.01
2005,12,2,0.902,0.917
2005,12,3,1,1.007
2006,1,1,1.277,1.074
2006,1,2,1.032,1.056
2006,1,3,1.118,1.176
2006,2,1,0.569,0.841
2006,2,2,0.574,0.593
2006,2,3,0.265,0.341
2006,3,1,6.926,0.598
2006,3,2,0.961,0.444
2006,3,3,1.047,0.326
2006,4,1,0.02,0.02
2006,4,2,0.02,0.02
2006,4,3,0.027,0.032
2006,5,1,0.034,0.025
2006,5,2,0.907,0.395
2006,5,3,40.412,5.576
2006,6,1,27.613,30.23
2006,6,2,24.493,60.365
2006,6,3,95.26,48.995
2006,7,1,108.819,58.392
2006,7,2,41.51,61.914
2006,7,3,107.309,82.265
2006,8,1,200.941,65.529
2006,8,2,113.752,43.245
2006,8,3,52.936,71.775
2006,9,1,86.544,64.365
2006,9,2,124.167,39.574
2006,9,3,71.071,40.056
2006,10,1,20.365,19.044
2006,10,2,1.507,8.51
2006,10,3,3.326,4.485
2006,11,1,6.779,3.431
2006,11,2,2.027,3.498
2006,11,3,3.615,1.929
2006,12,1,0.99,1.01
2006,12,2,0.909,0.917
2006,12,3,1,1.007