,0
0,INFLATIOn
1,FUEL-TRANSPORT
2,HOARDING
3,INFLATIOn
4,HOARDING
5,no
6,HOARDING
7,HOARDING
8,INFLATIOn
9,no
10,HOARDING
11,INFLATION
12,WEATHER
13,no
14,no
15,HOARDING
16,no
17,HOARDING
18,no
19,no
20,WEATHER
21,no
22,HOARDING
23,no
24,NAVRATRA
25,HOARDING
26,no
27,WEATHER
28,no
29,NAVRATRA
