,0
0,Weather
1,no
2,no
3,no
4,no
5,Weather
6,no
7,no
8,Hoarding
9,no
10,no
11,Weather
12,Weather
13,no
14,no
15,Weather
16,Weather
17,no
18,Weather
19,no
20,Hoarding
21,no
22,Hoarding
23,Weather
24,Weather
25,no
26,Hoarding
27,Weather
28,no
29,no
30,Weather
31,no
32,no
33,no
34,no
35,no
36,no
37,Hoarding
38,Weather
39,no
40,Fuel
41,no
42,no
43,Transport
44,Inflation
45,no
46,Transport
47,no
48,no
49,Inflation
50,no
51,no
52,no
53,no
54,Fuel
55,Weather
56,Hoarding
57,no
58,Fuel
59,no
60,Hoarding Weather
61,no
62,no
63,Inflation
64,no
65,no
66,no
67,no
68,Weather
69,no
70,Weather
71,no
72,no
73,Weather
74,no
75,no
76,no
77,Hoarding
78,no
79,Hoarding
80,Weather
81,no
82,no
83,no
84,no
85,Inflation
86,no
87,no
88,Transport
89,no
90,no
91,no
92,Hoarding
93,no
94,Weather
95,Weather
96,no
97,Weather
98,Inflation
99,no
100,Transport
101,no
102,no
103,no
104,Weather
105,no
106,no
107,Weather
108,no
109,Fuel
110,no
111,Inflation
112,Inflation
113,no
114,Transport
115,Inflation
116,Hoarding
117,no
118,no
119,Hoarding
120,Hoarding
121,no
122,Weather
123,no
124,Inflation
125,Transport
126,no
127,no
128,Weather
129,no
130,no
131,no
