0,retail,mandi,arrival,events
2006-01-15,0.0,31.0,271.0,16
2006-01-16,0.0,31.0,448.0,16
2006-01-17,0.0,30.0,989.0,16
2006-01-18,0.0,10.8,40.0,16
2006-01-19,0.0,90.0,31.0,16
2006-01-20,0.0,85.7,735.0,16
2006-01-21,0.0,82.7,752.0,16
2006-01-22,0.0,80.7,760.0,16
2006-01-23,0.0,79.2,763.0,16
2006-01-24,0.0,77.8,659.0,16
2006-01-25,0.0,76.3,36.0,16
2006-01-26,0.0,74.1,454.0,16
2006-01-27,0.0,71.0,224.0,16
2006-01-28,0.0,64.1,501.0,16
2006-01-29,0.0,55.3,700.0,16
2006-01-30,0.0,51.0,776.0,16
2006-01-31,0.0,31.0,979.0,16
2006-02-01,0.0,11.0,13.0,16
2006-02-02,0.0,8.3,169.0,16
2006-02-03,0.0,0.8,768.0,16
2006-02-04,0.0,89.3,430.0,16
2006-02-05,0.0,74.5,254.0,16
2006-02-06,0.0,57.3,257.0,16
2006-02-07,0.0,38.4,242.0,16
2006-02-08,0.0,18.6,207.0,16
2006-02-09,0.0,98.7,165.0,16
2006-02-10,0.0,79.4,130.0,16
2006-02-11,0.0,61.7,115.0,16
2006-02-12,0.0,46.1,535.0,16
2007-02-07,999.0,740.0,1109.0,17
2007-02-08,999.0,871.0,1315.0,17
2007-02-09,999.0,903.0,1028.0,17
2007-02-10,999.0,922.0,497.0,17
2007-02-11,999.0,951.0,211.0,17
2007-02-12,999.0,1025.0,1137.0,17
2007-02-13,999.0,1081.0,2064.0,17
2007-02-14,999.0,951.0,642.0,17
2007-02-15,999.0,1050.0,2256.0,17
2007-02-16,999.0,1064.0,2391.0,17
2007-02-17,999.0,1073.0,2477.0,17
2007-02-18,999.0,1078.0,2522.0,17
2007-02-19,999.0,1080.0,2535.0,17
2007-02-20,999.0,1080.0,2319.0,17
2007-02-21,999.0,950.0,658.0,17
2007-02-22,999.0,950.0,2217.0,17
2007-02-23,999.0,851.0,2112.0,17
2007-02-24,999.0,743.0,1891.0,17
2007-02-25,999.0,635.0,1597.0,17
2007-02-26,999.0,551.0,1371.0,17
2007-02-27,999.0,500.0,1257.0,17
2007-02-28,999.0,451.0,513.0,17
2007-03-01,999.0,671.0,738.0,17
2007-03-02,999.0,622.0,550.0,17
2007-03-03,999.0,533.0,202.0,17
2007-03-04,999.0,485.0,15.0,17
2007-03-05,999.0,605.0,77.4,17
2007-03-06,999.0,830.0,254.0,17
2007-03-07,999.0,951.0,530.0,17
2007-06-25,897.0,881.0,1130.0,18
2007-06-26,897.0,871.0,1350.0,18
2007-06-27,897.0,800.0,920.0,18
2007-06-28,897.0,830.0,1326.0,18
2007-06-29,897.0,850.0,1155.0,18
2007-06-30,897.0,901.0,991.0,18
2007-07-01,897.0,967.0,824.0,18
2007-07-02,897.0,1001.0,621.0,18
2007-07-03,897.0,731.0,322.0,18
2007-07-04,897.0,543.0,1173.0,18
2007-07-05,897.0,451.0,2025.0,18
2007-07-06,897.0,511.0,1471.0,18
2007-07-07,897.0,666.0,989.0,18
2007-07-08,897.0,921.0,735.0,18
2007-07-09,897.0,1331.0,1268.0,18
2007-07-10,897.0,1128.0,1545.0,18
2007-07-11,897.0,753.0,1747.0,18
2007-07-12,897.0,551.0,1826.0,18
2007-07-13,14.0,851.0,823.0,18
2007-07-14,14.0,845.0,883.0,18
2007-07-15,14.0,836.0,994.0,18
2007-07-16,14.0,831.0,1055.0,18
2007-07-17,14.0,831.0,950.0,18
2007-07-18,14.0,831.0,343.0,18
2007-07-19,14.0,831.0,963.0,18
2007-07-20,14.0,841.0,1063.0,18
2007-07-21,14.0,839.0,1181.0,18
2007-07-22,14.0,836.0,1298.0,18
2007-07-23,14.0,831.0,1352.0,18
2007-09-03,2000.0,720.0,2541.0,19
