2008-03-13,2008-04-24,INFLATION
2008-03-24,2008-05-05,NAVRATRA
2008-05-20,2008-07-01,FUEL
2008-12-16,2009-01-27,WEATHER
2009-11-28,2010-01-09,HOARDING
2009-12-11,2010-01-22,HOARDING
2010-02-12,2010-03-26,INFLATION
2010-12-19,2011-01-30,HOARDING
2010-12-23,2011-02-03,HOARDING
2011-02-04,2011-03-18,HOARDING
2011-12-06,2012-01-17,WEATHER
2012-12-01,2013-01-13,HOARDING
2012-12-18,2013-01-29,HOARDING
2013-03-21,2013-05-02,NAVRATRA
2013-12-21,2014-02-01,HOARDING
2014-02-17,2014-03-31,WEATHER
2014-03-10,2014-04-21,HOARDING
2015-03-15,2015-04-26,WEATHER
2017-03-28,2017-05-09,NAVRATRA
2017-04-18,2017-05-30,HOARDING
