0,retail,mandi,arrival,events
2007-06-08,750.0,850.0,0.2,24
2007-06-09,750.0,1250.0,0.1,24
2007-06-10,750.0,1650.0,1156.0,24
2007-06-11,750.0,1250.0,0.3,24
2007-06-12,750.0,600.0,2.0,24
2007-06-13,750.0,550.0,1707.0,24
2007-06-14,750.0,510.0,1434.0,24
2007-06-15,750.0,625.0,1663.0,24
2007-06-16,750.0,625.0,1560.0,24
2007-06-17,750.0,643.0,871.0,24
2007-06-18,750.0,675.0,266.0,24
2007-06-19,750.0,700.0,2975.0,24
2007-06-20,750.0,725.0,1881.0,24
2007-06-21,750.0,700.0,0.2,24
2007-06-22,750.0,668.0,0.12,24
2007-06-23,750.0,650.0,0.1,24
2007-06-24,750.0,725.0,0.45,24
2007-06-25,750.0,800.0,0.8,24
2007-06-26,750.0,800.0,0.1,24
2007-06-27,750.0,750.0,0.2,24
2007-06-28,750.0,750.0,0.3,24
2007-06-29,750.0,750.0,0.1,24
2007-06-30,750.0,879.0,202.0,24
2007-07-01,750.0,1120.0,577.0,24
2007-07-02,750.0,1250.0,779.0,24
2007-07-03,750.0,978.0,471.0,24
2007-07-04,750.0,650.0,164.0,24
2007-07-05,750.0,575.0,302.0,24
2007-07-06,750.0,425.0,1694.0,24
2007-09-30,750.0,1250.0,0.4,25
2007-10-01,750.0,925.0,1117.0,25
2007-10-02,750.0,912.0,798.0,25
2007-10-03,750.0,900.0,480.0,25
2007-10-04,750.0,650.0,1499.0,25
2007-10-05,750.0,450.0,863.0,25
2007-10-06,750.0,584.0,300.0,25
2007-10-07,750.0,800.0,0.4,25
2007-10-08,750.0,950.0,0.5,25
2007-10-09,750.0,1325.0,0.5,25
2007-10-10,750.0,1250.0,0.4,25
2007-10-11,750.0,858.0,1528.0,25
2007-10-12,750.0,525.0,277.0,25
2007-10-13,750.0,1350.0,0.5,25
2007-10-14,750.0,1450.0,0.5,25
2007-10-15,750.0,1425.0,0.5,25
2007-10-16,750.0,1250.0,753.0,25
2007-10-17,750.0,1200.0,20.0,25
2007-10-18,750.0,1250.0,0.1,25
2007-10-19,750.0,1250.0,323.0,25
2007-10-20,750.0,1250.0,467.0,25
2007-10-21,750.0,1450.0,0.4,25
2007-10-22,750.0,1250.0,0.5,25
2007-10-23,750.0,1450.0,0.4,25
2007-10-24,750.0,1425.0,0.4,25
2007-10-25,750.0,1300.0,40.0,25
2007-10-26,750.0,1500.0,50.0,25
2007-10-27,750.0,1500.0,120.0,25
2007-10-28,750.0,450.0,1.5,25
2008-01-20,750.0,446.0,244.0,26
2008-01-21,750.0,389.0,32.0,26
2008-01-22,750.0,351.0,765.0,26
2008-01-23,750.0,338.0,1391.0,26
2008-01-24,750.0,338.0,1259.0,26
2008-01-25,750.0,400.0,370.0,26
2008-01-26,750.0,436.0,371.0,26
2008-01-27,750.0,464.0,378.0,26
2008-01-28,750.0,475.0,393.0,26
2008-01-29,750.0,375.0,1674.0,26
2008-01-30,750.0,356.0,1193.0,26
2008-01-31,750.0,350.0,712.0,26
2008-02-01,750.0,357.0,1090.0,26
2008-02-02,750.0,375.0,1486.0,26
2008-02-03,750.0,442.0,1512.0,26
2008-02-04,750.0,500.0,1521.0,26
2008-02-05,750.0,450.0,666.0,26
2008-02-06,750.0,425.0,208.0,26
2008-02-07,750.0,550.0,1312.0,26
2008-02-08,750.0,600.0,956.0,26
2008-02-09,750.0,700.0,1057.0,26
2008-02-10,750.0,799.0,1152.0,26
2008-02-11,750.0,890.0,1243.0,26
2008-02-12,750.0,930.0,1337.0,26
2008-02-13,750.0,325.0,1435.0,26
2008-02-14,750.0,300.0,175.0,26
2008-02-15,750.0,375.0,297.0,26
2008-02-16,750.0,375.0,1926.0,26
2008-02-17,750.0,406.0,1050.0,26
2008-03-03,750.0,675.0,1206.0,27
2008-03-04,750.0,525.0,914.0,27
2008-03-05,750.0,375.0,622.0,27
2008-03-06,750.0,450.0,1821.0,27
2008-03-07,750.0,600.0,1205.0,27
2008-03-08,750.0,651.0,999.0,27
2008-03-09,750.0,700.0,790.0,27
2008-03-10,750.0,811.0,138.0,27
2008-03-11,750.0,1039.0,111.0,27
2008-03-12,750.0,956.0,1131.0,27
2008-03-13,750.0,500.0,401.0,27
