,0
0,3742.517578125
1,3796.009033203125
2,3858.363525390625
3,3724.485107421875
4,3815.47021484375
5,3808.70263671875
6,3833.519775390625
7,3863.07763671875
8,3814.80126953125
9,3935.2080078125
10,3928.824951171875
11,3828.598388671875
12,3655.177001953125
13,3684.958740234375
14,3672.4013671875
15,3581.179443359375
16,3571.59814453125
17,3906.402587890625
18,3868.523193359375
19,3882.58447265625
20,3918.560302734375
21,3847.528076171875
22,3894.402099609375
23,3880.232666015625
24,3786.38623046875
25,3809.015869140625
26,3911.6611328125
27,3898.06591796875
28,3752.80517578125
29,3810.789794921875
30,4002.137451171875
31,4096.56298828125
32,3857.76513671875
33,4152.20751953125
34,4266.45751953125
35,4158.82177734375
36,4028.290283203125
37,4160.4716796875
38,4185.90869140625
39,4224.66015625
40,4149.82763671875
41,4217.1064453125
42,4024.2783203125
43,4070.949951171875
44,4122.43505859375
45,3933.327880859375
46,3888.497802734375
47,5533.04541015625
48,4173.84912109375
49,4086.755615234375
50,4335.28125
51,4171.67919921875
52,4078.848876953125
53,4065.9755859375
54,4073.614501953125
55,3856.191650390625
56,4150.89453125
57,4090.39208984375
58,3988.29541015625
59,4001.904541015625
60,3696.24853515625
61,4198.83251953125
62,4152.95654296875
63,4233.48876953125
64,4330.29931640625
65,4555.22802734375
66,4227.99365234375
67,4625.47802734375
68,4212.44287109375
69,4448.1162109375
70,4106.220703125
71,4013.594970703125
72,4020.70361328125
73,3706.367431640625
74,3948.568603515625
75,3764.603515625
76,3559.353271484375
77,1957.7257080078125
78,3579.86767578125
79,4009.751708984375
80,3749.10693359375
81,3445.503173828125
82,3637.5810546875
83,3877.740966796875
84,3630.796142578125
85,3368.52734375
86,3688.32568359375
87,3191.192626953125
88,3405.920166015625
89,3233.324951171875
90,3907.33740234375
91,3920.92333984375
92,4330.62060546875
93,3938.67041015625
94,4199.080078125
95,4075.203857421875
96,3870.32177734375
97,3930.2998046875
98,4055.836181640625
99,3955.8203125
100,4013.55517578125
101,4045.129638671875
102,4030.1064453125
103,3883.048583984375
104,3914.4658203125
105,3749.0400390625
106,3623.997802734375
107,3704.967041015625
108,3889.591552734375
109,3995.21923828125
110,4014.41259765625
111,3998.791748046875
112,4056.4267578125
113,3990.596923828125
114,3886.34228515625
115,3915.320556640625
116,3971.790771484375
117,3989.36328125
118,3815.557861328125
119,3879.432861328125
120,3948.4013671875
121,3977.9052734375
122,5684.7861328125
123,4002.557373046875
124,4186.38330078125
125,4283.7890625
126,4049.6875
127,4162.54541015625
128,4209.84765625
129,4166.82177734375
130,4032.28173828125
131,4090.494384765625
132,3951.973388671875
133,3995.79248046875
134,3926.238525390625
135,3757.19384765625
136,3775.626220703125
137,4752.42626953125
138,4047.00439453125
139,4083.0986328125
140,4121.169921875
141,3842.811279296875
142,3929.510986328125
143,4104.3046875
144,3887.31494140625
145,3913.64404296875
146,3852.2177734375
147,3813.14697265625
148,3681.702880859375
149,3736.73046875
150,3768.44921875
151,3796.60400390625
152,4730.78955078125
153,3658.337158203125
154,3761.936279296875
155,3678.427734375
156,3684.106689453125
157,3696.879150390625
158,3541.3876953125
159,3633.169921875
160,3655.634033203125
161,3599.798583984375
162,3566.23046875
163,3598.669677734375
164,3573.135498046875
165,3596.973876953125
166,3451.56494140625
167,4268.6552734375
168,3638.023193359375
169,3735.390869140625
170,3789.57080078125
171,3618.953125
172,3661.47705078125
173,3605.5361328125
174,3673.486328125
175,3617.519287109375
176,3763.158203125
177,3600.68896484375
178,3630.53125
179,3651.0234375
180,4000.44482421875
181,3894.762451171875
182,5586.9716796875
183,3829.767578125
184,3884.62451171875
185,3974.396240234375
186,3856.842529296875
187,3896.021728515625
188,3679.31396484375
189,3939.05322265625
190,3734.186279296875
191,3770.18798828125
192,3793.951904296875
193,3759.6064453125
194,3784.703857421875
195,3459.6533203125
196,3695.358154296875
197,5600.0400390625
198,3602.22265625
199,3746.114013671875
200,3835.1513671875
201,3734.407958984375
202,3730.018310546875
203,3723.398681640625
204,3680.90869140625
205,3611.45654296875
206,3610.45361328125
207,3595.41259765625
208,3596.886962890625
209,3634.83984375
210,3816.17236328125
211,4007.3671875
212,2610.074462890625
213,3846.537841796875
214,4018.06787109375
215,3947.865966796875
216,3816.2783203125
217,3967.87451171875
218,3861.194091796875
219,3898.755126953125
220,3881.820556640625
221,3980.796630859375
222,3866.082275390625
223,3878.314208984375
224,3906.01806640625
225,3722.529052734375
226,3719.3232421875
227,4514.517578125
228,3766.146484375
229,3979.1640625
230,4142.6953125
231,3983.532958984375
232,3936.512451171875
233,3964.279296875
234,3958.8310546875
235,3841.52294921875
236,4086.3740234375
237,4121.9384765625
238,3894.49072265625
239,3742.04052734375
240,4121.6162109375
241,4236.52783203125
242,4656.015625
243,4533.87109375
244,4528.787109375
245,4587.41650390625
246,4634.61572265625
247,4570.44677734375
248,4674.61767578125
249,4879.46142578125
250,4650.28369140625
251,4419.36279296875
252,4420.5966796875
253,4586.2509765625
254,4689.3955078125
255,4453.685546875
256,4372.12744140625
257,4022.48779296875
258,4845.10791015625
259,4879.70166015625
260,5070.26123046875
261,4723.763671875
262,4889.826171875
263,5064.75537109375
264,4679.05517578125
265,4759.7373046875
266,4909.39697265625
267,4718.6875
268,4807.267578125
269,4652.06640625
270,4026.18359375
271,4299.44189453125
272,5198.01611328125
273,4018.0654296875
274,4208.5078125
275,4132.9501953125
276,4227.017578125
277,4262.85009765625
278,4177.15576171875
279,4314.43115234375
280,4187.18505859375
281,4022.277587890625
282,3937.978515625
283,4146.19482421875
284,3998.129638671875
285,4061.04638671875
286,3673.57421875
287,5524.00732421875
288,4185.0400390625
289,3836.4599609375
290,4063.084716796875
291,4128.1240234375
292,3896.54150390625
293,3934.27587890625
294,4173.8837890625
295,4041.10400390625
296,4206.4375
297,3987.4326171875
298,3928.962158203125
299,3863.874267578125
300,3431.6611328125
301,3703.150146484375
302,3502.28125
303,3813.6123046875
304,3814.979248046875
305,3610.18603515625
306,4083.38330078125
307,3991.449462890625
308,4037.5537109375
309,3837.404541015625
310,3914.9443359375
311,4054.83740234375
312,4083.743896484375
313,3861.59521484375
314,3893.62158203125
315,3622.2880859375
316,3895.483642578125
317,3853.463134765625
318,3965.654541015625
319,4090.90185546875
320,4166.97802734375
321,4224.744140625
322,4354.50146484375
323,4124.79296875
324,4191.158203125
325,4066.518310546875
326,4286.251953125
327,3966.623779296875
328,4092.236083984375
329,3952.88134765625
330,4355.53564453125
331,4334.12646484375
332,4065.342529296875
333,3927.519775390625
334,4332.35498046875
335,4471.724609375
336,4322.55078125
337,4452.4873046875
338,4019.102294921875
339,3954.02490234375
340,4210.8154296875
341,4268.6240234375
342,4241.1923828125
343,3845.83154296875
344,3981.6884765625
345,4153.099609375
346,4285.19677734375
347,5488.4765625
348,4143.53173828125
349,4011.07177734375
350,4408.1982421875
351,4138.65869140625
352,4292.61572265625
353,4011.9677734375
354,4314.548828125
355,4448.125
356,4026.103271484375
357,4055.084228515625
358,3839.93115234375
359,4136.71630859375
360,3831.49755859375
361,3830.19677734375
362,3235.866455078125
363,3948.515380859375
364,4138.55224609375
365,4130.6572265625
366,4198.025390625
367,4132.76806640625
368,4092.08984375
369,4108.10986328125
370,4038.557861328125
371,4090.94677734375
372,4093.803466796875
373,3994.74072265625
374,4016.366943359375
375,4000.32958984375
376,3913.747802734375
377,3689.09228515625
378,4257.13232421875
379,4130.1640625
380,4039.810302734375
381,4078.805419921875
382,4124.1689453125
383,4233.8564453125
384,4091.162353515625
385,4195.10107421875
386,4133.88720703125
387,4180.6669921875
388,4218.3330078125
389,4125.3544921875
390,3854.75439453125
391,3991.3056640625
392,4675.48583984375
393,3947.961181640625
394,4050.4677734375
395,4095.7138671875
396,4174.759765625
397,4056.735595703125
398,4006.9208984375
399,4048.8623046875
400,4016.580078125
401,4132.80126953125
402,4163.587890625
403,4078.113037109375
404,4166.65087890625
405,3949.70263671875
406,3983.55517578125
407,4837.1962890625
408,4255.70166015625
409,4237.833984375
410,4297.64306640625
411,4138.0107421875
412,4048.405517578125
413,4171.68505859375
414,4206.64453125
415,4206.73779296875
416,4258.54443359375
417,4244.38623046875
418,4231.98291015625
419,4113.7509765625
420,3979.518798828125
421,4125.69580078125
422,4083.86279296875
423,3949.4853515625
424,3953.392578125
425,3983.087646484375
426,3975.93408203125
427,3956.163818359375
428,3920.943603515625
429,3908.051513671875
430,4026.67333984375
431,4125.31005859375
432,4095.512939453125
433,3959.618896484375
434,4039.767822265625
435,3907.67333984375
436,3834.796875
437,4238.43408203125
438,3941.392333984375
439,4065.408935546875
440,4098.7841796875
441,4099.8251953125
442,3931.49267578125
443,3941.21435546875
444,3921.637939453125
445,4149.16845703125
446,4133.49658203125
447,4176.0126953125
448,4086.937255859375
449,4050.539794921875
450,3677.1611328125
451,3597.964111328125
452,3972.443359375
453,3704.28076171875
454,3774.291259765625
455,3716.606201171875
456,3871.827880859375
457,3802.829833984375
458,3721.385009765625
459,3826.57958984375
460,4064.439453125
461,3777.511474609375
462,3954.317626953125
463,4128.20458984375
464,3951.64599609375
465,3806.548828125
466,3788.416748046875
467,4280.06396484375
468,3929.623291015625
469,4100.154296875
470,3989.69140625
471,3962.05419921875
472,3865.065185546875
473,3815.806884765625
474,3860.666015625
475,4029.06298828125
476,4071.578125
477,4141.00634765625
