,0
0,1940.9498291015625
1,1921.162109375
2,1879.213623046875
3,1896.7703857421875
4,1992.54931640625
5,1900.5780029296875
6,1749.9888916015625
7,1839.5770263671875
8,1852.8035888671875
9,1982.0223388671875
10,2142.255859375
11,2273.580810546875
12,2232.341552734375
13,2322.5693359375
14,2244.596923828125
15,2330.818359375
16,2088.933349609375
17,2009.8765869140625
18,2056.6708984375
19,2251.0419921875
20,2331.131591796875
21,2166.049560546875
22,2127.818115234375
23,2202.89794921875
24,2282.162353515625
25,2222.68994140625
26,2201.82763671875
27,2261.64599609375
28,2278.60107421875
29,2086.993896484375
30,1626.9156494140625
31,1683.335205078125
32,1940.184326171875
33,1990.22021484375
34,1736.3255615234375
35,1748.491455078125
36,1858.0201416015625
37,1604.5179443359375
38,1914.013427734375
39,1682.3751220703125
40,1931.8145751953125
41,2006.8145751953125
42,1669.311279296875
43,2055.154052734375
44,2117.34326171875
45,1840.5137939453125
46,2039.72998046875
47,2218.011962890625
48,1864.828125
49,2070.610107421875
50,2098.5986328125
51,2038.6292724609375
52,1962.083740234375
53,1832.3197021484375
54,1923.0283203125
55,1913.3095703125
56,1991.2991943359375
57,2161.130615234375
58,2260.148193359375
59,1988.8170166015625
60,2015.2547607421875
61,2016.5062255859375
62,2008.26904296875
63,1977.2794189453125
64,1918.17333984375
65,1927.7666015625
66,1872.0321044921875
67,1977.691650390625
68,1975.8966064453125
69,1911.4735107421875
70,1971.2041015625
71,2012.190185546875
72,2037.7486572265625
73,2075.502685546875
74,2061.276611328125
75,2073.976806640625
76,2083.372314453125
77,2121.959228515625
78,2124.69873046875
79,2104.344970703125
80,2142.47607421875
81,2078.277587890625
82,2050.344482421875
83,2130.011962890625
84,2139.723876953125
85,2121.71826171875
86,2139.34130859375
87,2176.017578125
88,2271.9658203125
89,2238.38623046875
90,2457.838623046875
91,2451.628173828125
92,2512.035888671875
93,2495.22802734375
94,2548.3955078125
95,2452.78466796875
96,2416.1416015625
97,2482.20703125
98,2424.4248046875
99,2496.695068359375
100,2491.625244140625
101,2544.624267578125
102,2583.675537109375
103,2565.085205078125
104,2472.164306640625
105,2513.339111328125
106,2397.725341796875
107,2464.448974609375
108,2499.39404296875
109,2415.927734375
110,2410.481689453125
111,2405.037353515625
112,2412.466552734375
113,2403.2958984375
114,2474.785888671875
115,2454.7470703125
116,2521.556640625
117,2541.16162109375
118,2477.169189453125
119,2427.376220703125
120,2562.44677734375
121,2383.2783203125
122,2261.373779296875
123,2101.81103515625
124,1821.488525390625
125,1715.0137939453125
126,1782.5106201171875
127,1880.700439453125
128,1872.4417724609375
129,1994.219970703125
130,1992.6153564453125
131,2107.24365234375
132,2161.935546875
133,2130.826171875
134,2039.6663818359375
135,2099.00146484375
136,1992.985595703125
137,2084.25634765625
138,2009.51025390625
139,1810.7098388671875
140,1956.960693359375
141,1755.915771484375
142,1709.1982421875
143,1798.6827392578125
144,1787.081787109375
145,1734.142822265625
146,2000.2042236328125
147,1967.083740234375
148,2061.19921875
149,2012.1285400390625
150,2011.988525390625
151,2080.571533203125
152,2102.786865234375
153,1969.697265625
154,1884.0609130859375
155,1751.9461669921875
156,1846.1246337890625
157,1899.5740966796875
158,1957.7181396484375
159,2092.634765625
160,2042.104248046875
161,2138.727783203125
162,1986.1968994140625
163,1931.711669921875
164,1790.7091064453125
165,1965.9541015625
166,2073.0791015625
167,2038.6171875
168,2067.33154296875
169,1968.098388671875
170,1919.7718505859375
171,1794.4033203125
172,1873.741943359375
173,1954.4462890625
174,1900.2530517578125
175,1847.892578125
176,1768.6148681640625
177,1697.6341552734375
178,1951.5452880859375
179,1813.6641845703125
180,2088.003662109375
181,2109.90478515625
182,2103.3603515625
183,2026.79443359375
184,1969.7113037109375
185,2044.0565185546875
186,2043.3582763671875
187,2067.02392578125
188,2039.37548828125
189,1992.683837890625
190,2033.90966796875
191,2082.07373046875
192,2123.913818359375
193,2152.0205078125
194,2208.63037109375
195,2230.56005859375
