0,2006-01-01,,0.0
1,2006-01-02,,1.0
2,2006-01-03,,1.0
3,2006-01-04,,1.0
4,2006-01-05,,1.0
5,2006-01-06,,1.0
6,2006-01-07,,0.0
7,2006-01-08,,0.0
8,2006-01-09,,1.0
9,2006-01-10,,1.0
10,2006-01-11,,0.0
11,2006-01-12,,1.0
12,2006-01-13,,1.0
13,2006-01-14,,0.0
14,2006-01-15,,0.0
15,2006-01-16,,1.0
16,2006-01-17,,1.0
17,2006-01-18,,1.0
18,2006-01-19,,1.0
19,2006-01-20,,1.0
20,2006-01-21,,0.0
21,2006-01-22,,0.0
22,2006-01-23,,1.0
23,2006-01-24,,1.0
24,2006-01-25,,1.0
25,2006-01-26,,0.0
26,2006-01-27,,1.0
27,2006-01-28,,0.0
28,2006-01-29,,0.0
29,2006-01-30,,1.0
30,2006-01-31,966.6666666666666,1.0
31,2006-02-01,966.6666666666666,1.0
32,2006-02-02,966.6666666666666,1.0
33,2006-02-03,963.3333333333334,1.0
34,2006-02-04,959.1358024691358,0.0
35,2006-02-05,953.3333333333334,0.0
36,2006-02-06,946.6666666666666,1.0
37,2006-02-07,940.0,1.0
38,2006-02-08,926.6666666666666,1.0
39,2006-02-09,913.3333333333334,0.0
40,2006-02-10,900.0,1.0
41,2006-02-11,886.6666666666666,0.0
42,2006-02-12,873.3333333333334,0.0
43,2006-02-13,860.0,1.0
44,2006-02-14,846.6666666666666,1.0
45,2006-02-15,833.3333333333334,1.0
46,2006-02-16,820.0,1.0
47,2006-02-17,806.6666666666666,1.0
48,2006-02-18,793.3333333333334,0.0
49,2006-02-19,780.0,0.0
50,2006-02-20,766.6666666666666,1.0
51,2006-02-21,753.3333333333334,1.0
52,2006-02-22,740.0,1.0
53,2006-02-23,730.0,1.0
54,2006-02-24,720.0,1.0
55,2006-02-25,710.0,0.0
56,2006-02-26,700.0,0.0
57,2006-02-27,690.0,1.0
58,2006-02-28,680.0,1.0
59,2006-03-01,670.0,1.0
60,2006-03-02,663.3333333333334,1.0
61,2006-03-03,653.3333333333334,1.0
62,2006-03-04,643.3333333333334,0.0
63,2006-03-05,633.3333333333334,0.0
64,2006-03-06,624.1975308641976,1.0
65,2006-03-07,616.6666666666666,1.0
66,2006-03-08,610.0,1.0
67,2006-03-09,600.0,1.0
68,2006-03-10,596.6666666666666,1.0
69,2006-03-11,593.3333333333334,0.0
70,2006-03-12,590.0,0.0
71,2006-03-13,586.6666666666666,1.0
72,2006-03-14,583.3333333333334,1.0
73,2006-03-15,580.0,0.0
74,2006-03-16,576.6666666666666,1.0
75,2006-03-17,573.3333333333334,1.0
76,2006-03-18,570.0,0.0
77,2006-03-19,566.6666666666666,0.0
78,2006-03-20,563.3333333333334,1.0
79,2006-03-21,560.0,1.0
80,2006-03-22,556.6666666666666,1.0
81,2006-03-23,553.3333333333334,1.0
82,2006-03-24,550.0,1.0
83,2006-03-25,546.6666666666666,0.0
84,2006-03-26,543.3333333333334,0.0
85,2006-03-27,540.0,1.0
86,2006-03-28,536.6666666666666,1.0
87,2006-03-29,533.3333333333334,1.0
88,2006-03-30,530.0,1.0
89,2006-03-31,526.6666666666666,1.0
90,2006-04-01,520.8641975308642,0.0
91,2006-04-02,520.0000000000001,0.0
92,2006-04-03,520.0000000000001,1.0
93,2006-04-04,520.0000000000001,1.0
94,2006-04-05,516.6666666666667,1.0
95,2006-04-06,515.0000000000001,0.0
96,2006-04-07,515.0000000000001,1.0
97,2006-04-08,518.3333333333334,0.0
98,2006-04-09,521.6666666666667,0.0
99,2006-04-10,525.0000000000001,1.0
100,2006-04-11,528.3333333333334,0.0
101,2006-04-12,531.6666666666666,1.0
102,2006-04-13,531.6666666666666,1.0
103,2006-04-14,531.6666666666666,0.0
104,2006-04-15,531.6666666666666,0.0
105,2006-04-16,531.6666666666666,0.0
106,2006-04-17,531.6666666666666,1.0
107,2006-04-18,531.6666666666666,1.0
108,2006-04-19,535.0,1.0
109,2006-04-20,541.6666666666666,1.0
110,2006-04-21,548.3333333333334,1.0
111,2006-04-22,555.0,0.0
112,2006-04-23,561.6666666666666,0.0
113,2006-04-24,568.3333333333334,1.0
114,2006-04-25,575.0,1.0
