date,price
2006-01-01,30
2006-01-02,30
2006-01-03,30
2006-01-04,30
2006-01-05,30
2006-01-06,30
2006-01-07,30
2006-01-08,30
2006-01-09,30
2006-01-10,30
2006-01-11,30
2006-01-12,30
2006-01-13,30
2006-01-14,30
2006-01-15,30
2006-01-16,30
2006-01-17,30
2006-01-18,30
2006-01-19,30
2006-01-20,30
2006-01-21,30
2006-01-22,30
2006-01-23,30
2006-01-24,30
2006-01-25,30
2006-01-26,30
2006-01-27,30
2006-01-28,30
2006-01-29,30
2006-01-30,30
2006-01-31,30
2006-02-01,30
2006-02-02,30
2006-02-03,30
2006-02-04,30
2006-02-05,30
2006-02-06,30
2006-02-07,30
2006-02-08,30
2006-02-09,30
2006-02-10,30
2006-02-11,30
2006-02-12,30
2006-02-13,30
2006-02-14,30
2006-02-15,30
2006-02-16,30
2006-02-17,30
2006-02-18,30
2006-02-19,30
2006-02-20,30
2006-02-21,30
2006-02-22,30
2006-02-23,30
2006-02-24,30
2006-02-25,30
2006-02-26,30
2006-02-27,30
2006-02-28,30
2006-03-01,30
2006-03-02,30
2006-03-03,30
2006-03-04,30
2006-03-05,30
2006-03-06,30
2006-03-07,30
2006-03-08,30
2006-03-09,30
2006-03-10,30
2006-03-11,30
2006-03-12,30
2006-03-13,30
2006-03-14,30
2006-03-15,30
2006-03-16,30
2006-03-17,30
2006-03-18,30
2006-03-19,30
2006-03-20,30
2006-03-21,30
2006-03-22,30
2006-03-23,30
2006-03-24,30
2006-03-25,30
2006-03-26,30
2006-03-27,30
2006-03-28,30
2006-03-29,30
2006-03-30,30
2006-03-31,30
2006-04-01,30
2006-04-02,30
2006-04-03,30
2006-04-04,30
2006-04-05,30
2006-04-06,30
2006-04-07,30
2006-04-08,30
2006-04-09,30
2006-04-10,30
2006-04-11,30
2006-04-12,30
2006-04-13,30
2006-04-14,30
2006-04-15,30
2006-04-16,30
2006-04-17,30
2006-04-18,30
2006-04-19,30
2006-04-20,30
2006-04-21,30
2006-04-22,30
2006-04-23,30
2006-04-24,30
2006-04-25,30
2006-04-26,30
2006-04-27,30
2006-04-28,30
2006-04-29,30
2006-04-30,30
2006-05-01,30
2006-05-02,30
2006-05-03,30
2006-05-04,30
2006-05-05,30
2006-05-06,30
2006-05-07,30
2006-05-08,30
2006-05-09,30
2006-05-10,30
2006-05-11,30
2006-05-12,30
2006-05-13,30
2006-05-14,30
2006-05-15,30
2006-05-16,30
2006-05-17,30
2006-05-18,30
2006-05-19,30
2006-05-20,30
2006-05-21,30
2006-05-22,30
2006-05-23,30
2006-05-24,30
2006-05-25,30
2006-05-26,30
2006-05-27,30
2006-05-28,30
2006-05-29,30
2006-05-30,30
2006-05-31,30
2006-06-01,30
2006-06-02,30
2006-06-03,30
2006-06-04,30
2006-06-05,30
2006-06-06,30
2006-06-07,30
2006-06-08,30
2006-06-09,30
2006-06-10,30
2006-06-11,30
2006-06-12,30
2006-06-13,30
2006-06-14,30
2006-06-15,30
2006-06-16,30
2006-06-17,30
2006-06-18,30
2006-06-19,30
2006-06-20,30
2006-06-21,30
2006-06-22,30
2006-06-23,30
2006-06-24,30
2006-06-25,30
2006-06-26,30
2006-06-27,30
2006-06-28,30
2006-06-29,30
2006-06-30,30
2006-07-01,30
2006-07-02,30
2006-07-03,30
2006-07-04,30
2006-07-05,30
2006-07-06,30
2006-07-07,30
2006-07-08,30
2006-07-09,30
2006-07-10,30
2006-07-11,30
2006-07-12,30
2006-07-13,30
2006-07-14,30
2006-07-15,30
2006-07-16,30
2006-07-17,30
2006-07-18,30
2006-07-19,30
2006-07-20,30
2006-07-21,30
2006-07-22,30
2006-07-23,30
2006-07-24,30
2006-07-25,30
2006-07-26,30
2006-07-27,30
2006-07-28,30
2006-07-29,30
2006-07-30,30
2006-07-31,30
2006-08-01,30
2006-08-02,30
2006-08-03,30
2006-08-04,30
2006-08-05,30
2006-08-06,30
2006-08-07,30
2006-08-08,30
2006-08-09,30
2006-08-10,30
2006-08-11,30
2006-08-12,30
