"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2007,1,1,0.103,0.085
2007,1,2,0.021,0.021
2007,1,3,0.019,0.019
2007,2,1,0.073,0.049
2007,2,2,0.086,0.062
2007,2,3,0.015,0.011
2007,3,1,0,0
2007,3,2,0,0
2007,3,3,0.28,0.12
2007,4,1,1.132,1.291
2007,4,2,3.415,1.976
2007,4,3,1.585,2.115
2007,5,1,1.239,3.248
2007,5,2,0.844,3.929
2007,5,3,6.703,10.113
2007,6,1,74.78,54.047
2007,6,2,55.173,64.137
2007,6,3,162.972,58.417
2007,7,1,164.581,64.197
2007,7,2,15.391,61.252
2007,7,3,113.444,85.043
2007,8,1,101.786,60.203
2007,8,2,21.229,55.795
2007,8,3,145.84,75.222
2007,9,1,70.803,68.071
2007,9,2,146.47,63.947
2007,9,3,41.959,58.823
2007,10,1,1.102,44.397
2007,10,2,1.795,28.483
2007,10,3,14.498,12.861
2007,11,1,13.825,9.083
2007,11,2,1.368,7.263
2007,11,3,2.352,4.671
2007,12,1,3.154,1.836
2007,12,2,1.058,0.992
2007,12,3,0.945,0.938
2008,1,1,0.103,0.085
2008,1,2,0.021,0.021
2008,1,3,0.019,0.019
2008,2,1,0.051,0.049
2008,2,2,0.064,0.062
2008,2,3,0.011,0.011
2008,3,1,0.06,0
2008,3,2,0,0
2008,3,3,1.295,0.12
2008,4,1,3.085,1.291
2008,4,2,1.049,1.976
2008,4,3,1.876,2.115
2008,5,1,0.983,3.248
2008,5,2,0.821,3.929
2008,5,3,4.058,10.113
2008,6,1,43.645,54.047
2008,6,2,28.882,64.137
2008,6,3,37.462,58.417
2008,7,1,29.13,64.197
2008,7,2,16.857,61.252
2008,7,3,108.444,85.043
2008,8,1,110.058,60.203
2008,8,2,75.752,55.795
2008,8,3,99.432,75.222
2008,9,1,206.628,68.071
2008,9,2,127.912,63.947
2008,9,3,7.188,58.823
2008,10,1,34.18,44.397
2008,10,2,2.389,28.483
2008,10,3,2.69,12.861
2008,11,1,1.782,9.083
2008,11,2,4.65,7.263
2008,11,3,5.524,4.671
2008,12,1,9.797,1.836
2008,12,2,2.335,0.992
2008,12,3,1.476,0.938
2009,1,1,0.103,0.085
2009,1,2,0.021,0.021
2009,1,3,0.019,0.019
2009,2,1,0.051,0.049
2009,2,2,0.064,0.062
2009,2,3,0.011,0.011
2009,3,1,0,0
2009,3,2,0.393,0
2009,3,3,0.194,0.12
2009,4,1,1.327,1.291
2009,4,2,1.081,1.976
2009,4,3,1.254,2.115
2009,5,1,1.214,3.248
2009,5,2,11.194,3.929
2009,5,3,1.812,10.113
2009,6,1,42.425,54.047
2009,6,2,48.632,64.137
2009,6,3,36.368,58.417
2009,7,1,86.9,64.197
2009,7,2,67.128,61.252
2009,7,3,107.976,85.043
2009,8,1,7.132,60.203
2009,8,2,58.103,55.795
2009,8,3,97.641,75.222
2009,9,1,104.207,68.071
2009,9,2,54.857,63.947
2009,9,3,95.4,58.823
2009,10,1,108.62,44.397
2009,10,2,3.633,28.483
2009,10,3,4.748,12.861
2009,11,1,38.006,9.083
2009,11,2,57.201,7.263
2009,11,3,4.47,4.671
2009,12,1,1.573,1.836
2009,12,2,0.989,0.992
2009,12,3,0.966,0.938