"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2010,1,1,0.197,0.085
2010,1,2,0.024,0.021
2010,1,3,0.019,0.019
2010,2,1,0.053,0.049
2010,2,2,0.07,0.062
2010,2,3,0.011,0.011
2010,3,1,0,0
2010,3,2,0.242,0
2010,3,3,0.147,0.12
2010,4,1,2.41,1.291
2010,4,2,1.733,1.976
2010,4,3,4.846,2.115
2010,5,1,6.679,3.248
2010,5,2,2.558,3.929
2010,5,3,0.846,10.113
2010,6,1,51.78,54.047
2010,6,2,129.491,64.137
2010,6,3,47.462,58.417
2010,7,1,72.132,64.197
2010,7,2,63.098,61.252
2010,7,3,171.382,85.043
2010,8,1,70.291,60.203
2010,8,2,134.429,55.795
2010,8,3,150.844,75.222
2010,9,1,67.498,68.071
2010,9,2,65.814,63.947
2010,9,3,99.543,58.823
2010,10,1,35.461,44.397
2010,10,2,81.914,28.483
2010,10,3,28.449,12.861
2010,11,1,48.773,9.083
2010,11,2,34.269,7.263
2010,11,3,14.528,4.671
2010,12,1,1.314,1.836
2010,12,2,0.989,0.992
2010,12,3,0.964,0.938
2011,1,1,0.103,0.085
2011,1,2,0.021,0.021
2011,1,3,0.019,0.019
2011,2,1,0.051,0.049
2011,2,2,0.064,0.062
2011,2,3,0.011,0.011
2011,3,1,0,0
2011,3,2,0,0
2011,3,3,0.124,0.12
2011,4,1,2.051,1.291
2011,4,2,4.987,1.976
2011,4,3,3.404,2.115
2011,5,1,0.902,3.248
2011,5,2,2.344,3.929
2011,5,3,3.788,10.113
2011,6,1,113.474,54.047
2011,6,2,26.575,64.137
2011,6,3,33.118,58.417
2011,7,1,69.59,64.197
2011,7,2,90.34,61.252
2011,7,3,84.164,85.043
2011,8,1,30.195,60.203
2011,8,2,52.391,55.795
2011,8,3,134.695,75.222
2011,9,1,76.19,68.071
2011,9,2,55.932,63.947
2011,9,3,10.075,58.823
2011,10,1,15.139,44.397
2011,10,2,117.624,28.483
2011,10,3,3.68,12.861
2011,11,1,1.492,9.083
2011,11,2,1.338,7.263
2011,11,3,2.173,4.671
2011,12,1,1.286,1.836
2011,12,2,0.989,0.992
2011,12,3,0.959,0.938
2012,1,1,0.103,0.085
2012,1,2,0.021,0.021
2012,1,3,0.019,0.019
2012,2,1,0.051,0.049
2012,2,2,0.064,0.062
2012,2,3,0.011,0.011
2012,3,1,0,0
2012,3,2,0,0
2012,3,3,0.124,0.12
2012,4,1,1.784,1.291
2012,4,2,4.739,1.976
2012,4,3,1.602,2.115
2012,5,1,3.944,3.248
2012,5,2,2.293,3.929
2012,5,3,0.836,10.113
2012,6,1,17.703,54.047
2012,6,2,45.023,64.137
2012,6,3,24.305,58.417
2012,7,1,66.581,64.197
2012,7,2,37.291,61.252
2012,7,3,61.122,85.043
2012,8,1,34.387,60.203
2012,8,2,23.498,55.795
2012,8,3,83.476,75.222
2012,9,1,97.974,68.071
2012,9,2,26.259,63.947
2012,9,3,25.38,58.823
2012,10,1,119.079,44.397
2012,10,2,2.216,28.483
2012,10,3,16.823,12.861
2012,11,1,8.568,9.083
2012,11,2,1.509,7.263
2012,11,3,2.18,4.671
2012,12,1,1.286,1.836
2012,12,2,0.989,0.992
2012,12,3,0.959,0.938