"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2019,1,1,0.109,0.085
2019,1,2,0.023,0.021
2019,1,3,0.028,0.019
2019,2,1,0.096,0.049
2019,2,2,0.09,0.062
2019,2,3,0.013,0.011
2019,3,1,0,0
2019,3,2,0,0
2019,3,3,0.115,0.12
2019,4,1,0.949,1.291
2019,4,2,3.735,1.976
2019,4,3,1.305,2.115
2019,5,1,0.602,3.248
2019,5,2,0.491,3.929
2019,5,3,0.291,10.113
2019,6,1,43.207,54.047
2019,6,2,31.564,64.137
2019,6,3,87.677,58.417
2019,7,1,87.22,64.197
2019,7,2,34.827,61.252
2019,7,3,105.981,85.043
2019,8,1,202.406,60.203
2019,8,2,10.767,55.795
2019,8,3,31.748,75.222
2019,9,1,31.656,68.071
2019,9,2,84.853,63.947
2019,9,3,138.194,58.823
2019,10,1,51.718,44.397
2019,10,2,62.31,28.483
2019,10,3,72.415,12.861
2019,11,1,39.194,9.083
2019,11,2,1.254,7.263
2019,11,3,1.961,4.671
2019,12,1,2.092,1.836
2019,12,2,1.209,0.992
2019,12,3,1.011,0.938
2020,1,1,0.141,0.085
2020,1,2,0.026,0.021
2020,1,3,0.041,0.019
2020,2,1,0.085,0.049
2020,2,2,0.103,0.062
2020,2,3,0.049,0.011
2020,3,1,0,0
2020,3,2,0.004,0
2020,3,3,0.878,0.12
2020,4,1,,1.291
2020,4,2,,1.976
2020,4,3,,2.115
2020,5,1,,3.248
2020,5,2,,3.929
2020,5,3,,10.113
2020,6,1,,54.047
2020,6,2,,64.137
2020,6,3,,58.417
2020,7,1,,64.197
2020,7,2,,61.252
2020,7,3,,85.043
2020,8,1,,60.203
2020,8,2,,55.795
2020,8,3,,75.222
2020,9,1,,68.071
2020,9,2,,63.947
2020,9,3,,58.823
2020,10,1,,44.397
2020,10,2,,28.483
2020,10,3,,12.861
2020,11,1,,9.083
2020,11,2,,7.263
2020,11,3,,4.671
2020,12,1,,1.836
2020,12,2,,0.992
2020,12,3,,0.938