,date,price
0,2006-01-01,10
1,2006-01-02,10
2,2006-01-03,10
3,2006-01-04,10
4,2006-01-05,10
5,2006-01-06,10
6,2006-01-07,10
7,2006-01-08,10
8,2006-01-09,10
9,2006-01-10,10
10,2006-01-11,10
11,2006-01-12,10
12,2006-01-13,10
13,2006-01-14,10
14,2006-01-15,10
15,2006-01-16,10
16,2006-01-17,10
17,2006-01-18,10
18,2006-01-19,10
19,2006-01-20,10
20,2006-01-21,9.22222222222222
21,2006-01-22,7.77777777777778
22,2006-01-23,7
23,2006-01-24,7
24,2006-01-25,7
25,2006-01-26,7
26,2006-01-27,7
27,2006-01-28,7
28,2006-01-29,7
29,2006-01-30,7
30,2006-01-31,7
31,2006-02-01,7
32,2006-02-02,7
33,2006-02-03,7
34,2006-02-04,7
35,2006-02-05,7
36,2006-02-06,7
37,2006-02-07,8
38,2006-02-08,8
39,2006-02-09,8
40,2006-02-10,8
41,2006-02-11,8
42,2006-02-12,8
43,2006-02-13,8
44,2006-02-14,8
45,2006-02-15,10
46,2006-02-16,10
47,2006-02-17,10
48,2006-02-18,10
49,2006-02-19,10
50,2006-02-20,10
51,2006-02-21,10
52,2006-02-22,10
53,2006-02-23,10
54,2006-02-24,10
55,2006-02-25,8.96296296296296
56,2006-02-26,7.03703703703704
57,2006-02-27,6
58,2006-02-28,6
59,2006-02-29,6
60,2006-02-30,6
61,2006-02-31,6
62,2006-03-01,6
63,2006-03-02,6
64,2006-03-03,6
65,2006-03-04,6
66,2006-03-05,6
67,2006-03-06,6
68,2006-03-07,6
69,2006-03-08,6
70,2006-03-09,6
71,2006-03-10,6
72,2006-03-11,6
73,2006-03-12,6
74,2006-03-13,6
75,2006-03-14,6
76,2006-03-15,5.5
77,2006-03-16,5
78,2006-03-17,5
79,2006-03-18,5
80,2006-03-19,5
81,2006-03-20,5
82,2006-03-21,5
83,2006-03-22,5
84,2006-03-23,5
85,2006-03-24,5
86,2006-03-25,5
87,2006-03-26,5
88,2006-03-27,5
89,2006-03-28,5
90,2006-03-29,5
91,2006-03-30,5
92,2006-03-31,5
93,2006-04-01,5
94,2006-04-02,5
95,2006-04-03,5
96,2006-04-04,6
97,2006-04-05,6
98,2006-04-06,6
99,2006-04-07,6
100,2006-04-08,6
101,2006-04-09,6
102,2006-04-10,6
103,2006-04-11,6
104,2006-04-12,6
105,2006-04-13,6
106,2006-04-14,6
107,2006-04-15,6
108,2006-04-16,6
109,2006-04-17,6
110,2006-04-18,5
111,2006-04-19,5
112,2006-04-20,5
113,2006-04-21,5
114,2006-04-22,5
115,2006-04-23,5
116,2006-04-24,5
117,2006-04-25,5
118,2006-04-26,5
119,2006-04-27,5
120,2006-04-28,5
121,2006-04-29,5
122,2006-04-30,5
123,2006-04-31,5
124,2006-05-01,5
125,2006-05-02,5
126,2006-05-03,5
127,2006-05-04,5
128,2006-05-05,5
129,2006-05-06,5
130,2006-05-07,5
131,2006-05-08,5
132,2006-05-09,5
133,2006-05-10,5
134,2006-05-11,5
135,2006-05-12,4
136,2006-05-13,4
137,2006-05-14,4
138,2006-05-15,4
139,2006-05-16,4
140,2006-05-17,4
141,2006-05-18,4
142,2006-05-19,4
143,2006-05-20,4.51851851851852
144,2006-05-21,5.48148148148148
145,2006-05-22,6
146,2006-05-23,6
147,2006-05-24,6
148,2006-05-25,6
149,2006-05-26,6
150,2006-05-27,6
151,2006-05-28,6
152,2006-05-29,6
153,2006-05-30,6
154,2006-05-31,6
155,2006-06-01,6
156,2006-06-02,6
157,2006-06-03,6
158,2006-06-04,6
159,2006-06-05,6
160,2006-06-06,6
161,2006-06-07,6
162,2006-06-08,6
163,2006-06-09,6
164,2006-06-10,6
165,2006-06-11,6
166,2006-06-12,6
167,2006-06-13,6
168,2006-06-14,6
169,2006-06-15,6
170,2006-06-16,6
171,2006-06-17,6
172,2006-06-18,6
173,2006-06-19,6
174,2006-06-20,6
175,2006-06-21,6
176,2006-06-22,6
177,2006-06-23,6
178,2006-06-24,6
179,2006-06-25,6
180,2006-06-26,6
181,2006-06-27,6
182,2006-06-28,6
183,2006-06-29,6
184,2006-06-30,6
185,2006-06-31,6
186,2006-07-01,6
187,2006-07-02,6
188,2006-07-03,6
189,2006-07-04,8
190,2006-07-05,8
191,2006-07-06,8
192,2006-07-07,8
193,2006-07-08,8
194,2006-07-09,8
195,2006-07-10,8
196,2006-07-11,8
197,2006-07-12,8
198,2006-07-13,8
199,2006-07-14,8
200,2006-07-15,8
201,2006-07-16,8
202,2006-07-17,8
203,2006-07-18,8
204,2006-07-19,8
205,2006-07-20,8
206,2006-07-21,8
207,2006-07-22,8
208,2006-07-23,8
209,2006-07-24,8
210,2006-07-25,8
211,2006-07-26,8
212,2006-07-27,8
213,2006-07-28,8
214,2006-07-29,8
215,2006-07-30,8
216,2006-07-31,8
217,2006-08-01,8
218,2006-08-02,8
219,2006-08-03,8
220,2006-08-04,8
221,2006-08-05,8
222,2006-08-06,8
223,2006-08-07,8
224,2006-08-08,8
225,2006-08-09,7
226,2006-08-10,7
227,2006-08-11,7
228,2006-08-12,7
229,2006-08-13,7
230,2006-08-14,7
231,2006-08-15,7.51851851851852
232,2006-08-16,8.48148148148148
233,2006-08-17,9
234,2006-08-18,9
235,2006-08-19,9
236,2006-08-20,9
237,2006-08-21,9
238,2006-08-22,9
239,2006-08-23,9
240,2006-08-24,9
