2006-01-15,2006-02-26,supply
2006-03-20,2006-05-01,supply
2006-08-04,2006-09-16,no
2006-10-22,2006-12-04,no
2006-12-15,2007-01-27,no
2007-02-07,2007-03-21,supply
2007-05-04,2007-06-16,no
2007-06-16,2007-07-29,no
2007-06-25,2007-08-06,supply
2007-09-03,2007-10-15,supply
2007-11-28,2008-01-10,no
2007-12-19,2008-01-30,supply
2008-03-14,2008-04-26,no
2008-04-26,2008-06-08,no
2008-06-08,2008-07-21,no
2008-08-29,2008-10-11,no
2008-10-11,2008-11-23,no
2008-11-23,2009-01-05,no
2009-01-05,2009-02-17,no
2009-03-15,2009-04-27,no
2009-05-23,2009-07-05,no
2009-07-05,2009-08-17,no
2009-08-17,2009-09-29,no
2009-09-09,2009-10-21,supply
2009-12-04,2010-01-16,no
2010-01-16,2010-02-28,no
2010-02-28,2010-04-12,no
2010-04-15,2010-05-28,no
2010-05-28,2010-07-10,no
2010-07-10,2010-08-22,no
2010-08-22,2010-10-04,no
2010-10-29,2010-12-11,no
2010-12-23,2011-02-03,supply
2011-04-21,2011-06-03,no
2011-06-03,2011-07-16,no
2011-07-16,2011-08-28,no
2011-08-28,2011-10-10,no
2011-10-10,2011-11-22,no
2011-11-22,2012-01-04,no
2011-12-22,2012-02-02,supply
2012-03-30,2012-05-11,supply
2012-06-10,2012-07-22,no	
2012-09-04,2012-10-17,no
2012-09-07,2012-10-19,supply
2012-12-05,2013-01-17,no
2013-01-24,2013-03-07,supply
2013-05-17,2013-06-29,no
2013-07-17,2013-08-28,supply
2013-10-26,2013-12-08,no
2013-10-30,2013-12-11,supply
2013-12-26,2014-02-06,supply
2014-03-22,2014-05-04,no
2014-05-04,2014-06-16,no
2014-06-16,2014-07-29,no
2014-07-29,2014-09-10,no
2014-08-14,2014-09-25,supply
2014-11-08,2014-12-21,no
2014-12-21,2015-02-02,no
2015-02-02,2015-03-17,no
2015-02-05,2015-03-19,supply
2015-04-15,2015-05-27,no	
2015-07-11,2015-08-23,no
2015-07-22,2015-09-02,supply
2015-12-08,2016-01-20,no
2016-01-07,2016-02-18,supply
2016-04-13,2016-05-26,no
2016-06-16,2016-07-29,no
2016-07-30,2016-09-10,supply
2016-11-16,2016-12-28,supply
2017-01-13,2017-02-24,supply
2017-04-09,2017-05-22,no
2017-05-22,2017-07-04,no
2017-07-04,2017-08-16,no
2017-11-25,2018-01-07,no
2017-12-20,2018-01-31,supply
2018-03-28,2018-05-09,supply
2018-08-29,2018-10-11,no
2019-01-18,2019-03-02,no
2019-03-02,2019-04-14,no
2019-06-16,2019-07-29,no
2019-07-29,2019-09-10,no
2019-09-10,2019-10-22,supply
