0,514.5761076793993
1,514.5761076793993
2,518.1153997951117
3,532.3689153492288
4,532.2262814010114
5,532.9262304420229
6,534.2649118086953
7,534.823712446946
8,532.2701039656515
9,520.2476636757981
10,515.840183923236
11,510.66523095433223
12,501.7983101508144
13,491.57286227156163
14,480.82643252687336
15,470.23100871096165
16,459.8474810616103
17,451.92324054537073
18,444.3199916284589
19,433.6069069186534
20,422.539637753517
21,411.2821665062527
22,400.0012062475198
23,388.86150915119845
24,378.02362329294436
25,367.6441561107441
26,357.87847272889485
27,349.21093196294396
28,341.54641253884677
29,334.0915432183034
30,326.8189195587099
31,320.3659547584106
32,314.85584282935514
33,310.41095481309264
34,307.1527180386836
35,305.20204334026
36,304.6802989879022
37,304.9508298958992
38,305.2717460305705
39,331.08671448837293
40,357.0058974635389
41,306.4465153183984
42,306.9595428232112
43,307.5628398970407
44,308.277866833187
45,309.4335521330887
46,309.302143620958
47,360.45205159102215
48,462.7223696783635
49,460.496493574504
50,456.05061321174503
51,450.3832342570041
52,444.3563235989577
53,438.7737704171662
54,434.528932490936
55,432.50976454184564
56,431.8951311979955
57,431.27645685088953
58,417.98990618947977
59,404.74061146786727
60,404.16047990056376
61,366.2533985408142
62,365.7369383656282
63,358.687772474075
64,351.6650028166007
65,351.19139469309033
66,350.7280651060552
67,375.2956291984384
68,374.8240463017955
69,374.36610626046206
70,364.357484532665
71,346.19657442476273
72,336.2702109172944
73,341.87534485562156
74,347.48322012383966
75,335.2419230163893
76,338.0128593432225
77,343.4344706506203
78,346.22510574976775
79,345.9528553891031
80,345.6981727488807
81,345.4613831104836
82,345.2428194645779
83,345.0428283267615
84,344.8617756014207
85,344.70005255906784
86,344.5580819994459
87,357.22967388330073
88,357.1248824469806
89,357.0421575049413
90,368.7832017368003
91,368.74539139127666
92,368.73259085826265
93,370.1407459666972
94,371.38724733215446
95,372.5384514489881
96,373.2974044508303
97,373.5954262340057
98,373.78104485651136
99,374.16767751212467
100,380.4411622842478
101,388.3153820679122
102,381.42973949084404
103,379.11718595343604
104,377.8875131549221
105,376.9066182478284
106,376.2568464336767
107,363.98751380934397
108,354.896594352318
109,273.62686253843725
110,282.8561672985555
111,301.45986147024263
112,323.66427064290156
113,342.26796481458865
114,350.00310988062864
115,349.80957574267376
116,349.49743839136835
117,299.20734563117264
118,348.55151984111205
119,347.93484741956246
120,347.2337869307135
121,346.4569131046102
122,345.61280640034823
123,341.6459622160115
124,335.02689361060385
125,331.0110762488594
126,342.2239718030979
127,353.33829805460437
128,339.6171257495017
129,326.9356214679908
130,337.46991088193556
131,336.40700773672967
132,311.4081670830154
133,310.4635355926061
134,309.55195096186833
135,308.68130615461376
136,307.8594753422272
137,307.0943117764736
138,306.3936456153355
