"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2007,1,1,0.311,0.111
2007,1,2,0.186,0.186
2007,1,3,0.3,0.274
2007,2,1,0.386,0.308
2007,2,2,0.392,0.306
2007,2,3,0.137,0.09
2007,3,1,0,0
2007,3,2,0,0
2007,3,3,0,0.006
2007,4,1,0.163,0.101
2007,4,2,0.578,0.191
2007,4,3,0.638,0.458
2007,5,1,0.043,0.047
2007,5,2,0.107,0.497
2007,5,3,4.274,4.762
2007,6,1,71.141,46.201
2007,6,2,58.343,64.831
2007,6,3,105.595,56.465
2007,7,1,180.068,66.484
2007,7,2,6.979,62.12
2007,7,3,125.06,90.259
2007,8,1,153.75,57.559
2007,8,2,36.356,43.077
2007,8,3,116.25,68.833
2007,9,1,51.214,61.336
2007,9,2,113.94,48.101
2007,9,3,65.826,51.675
2007,10,1,1.645,27.497
2007,10,2,2.182,14.685
2007,10,3,5.053,7.435
2007,11,1,9.537,5.161
2007,11,2,1.139,4.197
2007,11,3,1.602,2.953
2007,12,1,0.992,0.994
2007,12,2,0.72,0.73
2007,12,3,0.651,0.632
2008,1,1,0.325,0.111
2008,1,2,0.203,0.186
2008,1,3,0.276,0.274
2008,2,1,0.338,0.308
2008,2,2,0.31,0.306
2008,2,3,0.094,0.09
2008,3,1,0.002,0
2008,3,2,0,0
2008,3,3,0.006,0.006
2008,4,1,1.083,0.101
2008,4,2,0.158,0.191
2008,4,3,0.409,0.458
2008,5,1,0.028,0.047
2008,5,2,0.066,0.497
2008,5,3,0.987,4.762
2008,6,1,32.263,46.201
2008,6,2,17.627,64.831
2008,6,3,24.497,56.465
2008,7,1,38.026,66.484
2008,7,2,12.432,62.12
2008,7,3,102.191,90.259
2008,8,1,71.159,57.559
2008,8,2,63.054,43.077
2008,8,3,57.189,68.833
2008,9,1,144.482,61.336
2008,9,2,167.332,48.101
2008,9,3,5.163,51.675
2008,10,1,20.775,27.497
2008,10,2,2.544,14.685
2008,10,3,3.105,7.435
2008,11,1,1.356,5.161
2008,11,2,1.48,4.197
2008,11,3,1.792,2.953
2008,12,1,1.88,0.994
2008,12,2,0.974,0.73
2008,12,3,0.839,0.632
2009,1,1,0.321,0.111
2009,1,2,0.21,0.186
2009,1,3,0.276,0.274
2009,2,1,0.315,0.308
2009,2,2,0.31,0.306
2009,2,3,0.094,0.09
2009,3,1,0,0
2009,3,2,0.099,0
2009,3,3,0.011,0.006
2009,4,1,0.583,0.101
2009,4,2,0.206,0.191
2009,4,3,0.537,0.458
2009,5,1,0.024,0.047
2009,5,2,3.452,0.497
2009,5,3,1.041,4.762
2009,6,1,11.405,46.201
2009,6,2,20.889,64.831
2009,6,3,37.891,56.465
2009,7,1,96.43,66.484
2009,7,2,58.578,62.12
2009,7,3,104.644,90.259
2009,8,1,4.06,57.559
2009,8,2,24.518,43.077
2009,8,3,73.833,68.833
2009,9,1,91.912,61.336
2009,9,2,18.456,48.101
2009,9,3,20.589,51.675
2009,10,1,46.349,27.497
2009,10,2,3.972,14.685
2009,10,3,5.062,7.435
2009,11,1,24.674,5.161
2009,11,2,27.418,4.197
2009,11,3,3.78,2.953
2009,12,1,0.998,0.994
2009,12,2,0.745,0.73
2009,12,3,0.655,0.632