"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2010,1,1,0.458,0.111
2010,1,2,0.332,0.186
2010,1,3,0.323,0.274
2010,2,1,0.456,0.308
2010,2,2,0.355,0.306
2010,2,3,0.313,0.09
2010,3,1,0.004,0
2010,3,2,0.039,0
2010,3,3,0.013,0.006
2010,4,1,0.304,0.101
2010,4,2,0.144,0.191
2010,4,3,1.203,0.458
2010,5,1,0.377,0.047
2010,5,2,0.448,0.497
2010,5,3,1.135,4.762
2010,6,1,48.872,46.201
2010,6,2,115.767,64.831
2010,6,3,50.398,56.465
2010,7,1,67.009,66.484
2010,7,2,76.019,62.12
2010,7,3,146.944,90.259
2010,8,1,74.325,57.559
2010,8,2,109.58,43.077
2010,8,3,122.22,68.833
2010,9,1,96.886,61.336
2010,9,2,18.657,48.101
2010,9,3,56.869,51.675
2010,10,1,11.148,27.497
2010,10,2,47.561,14.685
2010,10,3,26.475,7.435
2010,11,1,29.077,5.161
2010,11,2,25.021,4.197
2010,11,3,16.69,2.953
2010,12,1,0.994,0.994
2010,12,2,0.734,0.73
2010,12,3,0.634,0.632
2011,1,1,0.321,0.111
2011,1,2,0.205,0.186
2011,1,3,0.276,0.274
2011,2,1,0.323,0.308
2011,2,2,0.326,0.306
2011,2,3,0.098,0.09
2011,3,1,0,0
2011,3,2,0,0
2011,3,3,0.008,0.006
2011,4,1,0.139,0.101
2011,4,2,0.287,0.191
2011,4,3,0.743,0.458
2011,5,1,0.028,0.047
2011,5,2,0.064,0.497
2011,5,3,2.124,4.762
2011,6,1,92.854,46.201
2011,6,2,11.64,64.831
2011,6,3,15.696,56.465
2011,7,1,113.066,66.484
2011,7,2,94.454,62.12
2011,7,3,118.458,90.259
2011,8,1,51.437,57.559
2011,8,2,30.805,43.077
2011,8,3,176.48,68.833
2011,9,1,91.807,61.336
2011,9,2,53.507,48.101
2011,9,3,9.053,51.675
2011,10,1,3.184,27.497
2011,10,2,58.338,14.685
2011,10,3,3.362,7.435
2011,11,1,1.347,5.161
2011,11,2,1.188,4.197
2011,11,3,1.872,2.953
2011,12,1,0.994,0.994
2011,12,2,0.734,0.73
2011,12,3,0.634,0.632
2012,1,1,0.317,0.111
2012,1,2,0.201,0.186
2012,1,3,0.291,0.274
2012,2,1,0.319,0.308
2012,2,2,0.31,0.306
2012,2,3,0.094,0.09
2012,3,1,0,0
2012,3,2,0,0
2012,3,3,0,0.006
2012,4,1,0.114,0.101
2012,4,2,0.598,0.191
2012,4,3,0.516,0.458
2012,5,1,0.263,0.047
2012,5,2,0.696,0.497
2012,5,3,1.353,4.762
2012,6,1,17.388,46.201
2012,6,2,74.291,64.831
2012,6,3,28.135,56.465
2012,7,1,109.214,66.484
2012,7,2,35.231,62.12
2012,7,3,83.555,90.259
2012,8,1,36.452,57.559
2012,8,2,27.606,43.077
2012,8,3,99.507,68.833
2012,9,1,113.553,61.336
2012,9,2,15.445,48.101
2012,9,3,25.822,51.675
2012,10,1,67.473,27.497
2012,10,2,3.021,14.685
2012,10,3,6.054,7.435
2012,11,1,1.64,5.161
2012,11,2,1.056,4.197
2012,11,3,1.186,2.953
2012,12,1,0.994,0.994
2012,12,2,0.767,0.73
2012,12,3,0.632,0.632