,7
2020-01-01,3801
2020-01-02,4351
2020-01-03,4251
2020-01-04,4000
2020-01-05,4001
2020-01-06,4002
2020-01-07,4300
2020-01-08,3651
2020-01-09,3500
2020-01-10,2700
2020-01-11,2701
2020-01-12,2702
2020-01-13,2800
2020-01-14,3351
2020-01-15,3460
2020-01-16,3461
2020-01-17,3451
2020-01-18,3551
2020-01-19,3552
2020-01-20,4051
2020-01-21,3801
2020-01-22,3700
2020-01-23,3500
2020-01-24,3501
2020-01-25,3502
2020-01-26,3503
2020-01-27,2500
2020-01-28,2680
2020-01-29,2750
2020-01-30,2700
2020-01-31,2600
2020-02-01,2501
2020-02-02,2502
2020-02-03,2250
2020-02-04,1800
2020-02-05,1770
2020-02-06,1740
2020-02-07,1600
2020-02-08,1780
2020-02-09,1781
2020-02-10,2101
2020-02-11,1850
2020-02-12,1880
2020-02-13,1860
2020-02-14,1850
2020-02-15,1851
