"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2016,1,1,0,0
2016,1,2,0,0
2016,1,3,0.016,0
2016,2,1,0.238,0.078
2016,2,2,0.429,0.214
2016,2,3,0.599,0.026
2016,3,1,1.112,0.04
2016,3,2,0.002,0.014
2016,3,3,1.836,0.417
2016,4,1,2.645,2.786
2016,4,2,2.365,4.122
2016,4,3,4.351,4.609
2016,5,1,1.894,8.8
2016,5,2,18.421,11.279
2016,5,3,1.996,15.549
2016,6,1,31.108,23.267
2016,6,2,26.226,28.098
2016,6,3,27.745,28.006
2016,7,1,88.267,28.729
2016,7,2,38.88,29.092
2016,7,3,77.561,35.956
2016,8,1,8.14,26.816
2016,8,2,7.134,27.074
2016,8,3,38.178,36.739
2016,9,1,8.291,53.93
2016,9,2,119.884,51.986
2016,9,3,84.527,48.814
2016,10,1,39.996,38.699
2016,10,2,6.709,28.547
2016,10,3,10.93,13.824
2016,11,1,2.285,9.743
2016,11,2,5.062,6.196
2016,11,3,2.002,3.79
2016,12,1,1.078,1.002
2016,12,2,0.627,0.527
2016,12,3,0.299,0.178
2017,1,1,0,0
2017,1,2,0,0
2017,1,3,0,0
2017,2,1,0.315,0.078
2017,2,2,0.423,0.214
2017,2,3,0.102,0.026
2017,3,1,0.196,0.04
2017,3,2,0.07,0.014
2017,3,3,0.623,0.417
2017,4,1,1.216,2.786
2017,4,2,1.413,4.122
2017,4,3,1.8,4.609
2017,5,1,15.431,8.8
2017,5,2,5.026,11.279
2017,5,3,2.112,15.549
2017,6,1,53.048,23.267
2017,6,2,69.377,28.098
2017,6,3,14.11,28.006
2017,7,1,10.591,28.729
2017,7,2,24.802,29.092
2017,7,3,6.375,35.956
2017,8,1,7.156,26.816
2017,8,2,35.307,27.074
2017,8,3,70.242,36.739
2017,9,1,62.162,53.93
2017,9,2,98.437,51.986
2017,9,3,74.126,48.814
2017,10,1,77.381,38.699
2017,10,2,70.385,28.547
2017,10,3,7.818,13.824
2017,11,1,2.709,9.743
2017,11,2,2.872,6.196
2017,11,3,2.896,3.79
2017,12,1,1.014,1.002
2017,12,2,0.551,0.527
2017,12,3,0.265,0.178
2018,1,1,0,0
2018,1,2,0,0
2018,1,3,0,0
2018,2,1,1.218,0.078
2018,2,2,0.465,0.214
2018,2,3,0.14,0.026
2018,3,1,0.134,0.04
2018,3,2,0.062,0.014
2018,3,3,1.074,0.417
2018,4,1,3.529,2.786
2018,4,2,4.116,4.122
2018,4,3,1.946,4.609
2018,5,1,15.557,8.8
2018,5,2,5.864,11.279
2018,5,3,24.423,15.549
2018,6,1,52.553,23.267
2018,6,2,13.469,28.098
2018,6,3,51.02,28.006
2018,7,1,23.749,28.729
2018,7,2,41.932,29.092
2018,7,3,5.148,35.956
2018,8,1,4.507,26.816
2018,8,2,66.102,27.074
2018,8,3,22.96,36.739
2018,9,1,7.263,53.93
2018,9,2,20.383,51.986
2018,9,3,44.76,48.814
2018,10,1,6.962,38.699
2018,10,2,25.922,28.547
2018,10,3,3.473,13.824
2018,11,1,5.329,9.743
2018,11,2,8.784,6.196
2018,11,3,1.786,3.79
2018,12,1,1.006,1.002
2018,12,2,0.715,0.527
2018,12,3,0.343,0.178