"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2004,1,1,0.032,0
2004,1,2,0,0
2004,1,3,0,0
2004,2,1,0.138,0.078
2004,2,2,0.251,0.214
2004,2,3,0.04,0.026
2004,3,1,0.03,0.04
2004,3,2,0.022,0.014
2004,3,3,0.315,0.417
2004,4,1,4.088,2.786
2004,4,2,1.391,4.122
2004,4,3,2.577,4.609
2004,5,1,16.639,8.8
2004,5,2,76.527,11.279
2004,5,3,20.259,15.549
2004,6,1,36.363,23.267
2004,6,2,20.86,28.098
2004,6,3,11.072,28.006
2004,7,1,8.912,28.729
2004,7,2,26.599,29.092
2004,7,3,51.232,35.956
2004,8,1,17.81,26.816
2004,8,2,14.505,27.074
2004,8,3,7.166,36.739
2004,9,1,84.665,53.93
2004,9,2,35.874,51.986
2004,9,3,52.515,48.814
2004,10,1,20.735,38.699
2004,10,2,3.028,28.547
2004,10,3,2.772,13.824
2004,11,1,6.122,9.743
2004,11,2,2.062,6.196
2004,11,3,1.645,3.79
2004,12,1,1.002,1.002
2004,12,2,0.633,0.527
2004,12,3,0.23,0.178
2005,1,1,0.002,0
2005,1,2,0,0
2005,1,3,0,0
2005,2,1,0.146,0.078
2005,2,2,0.257,0.214
2005,2,3,0.044,0.026
2005,3,1,0.611,0.04
2005,3,2,0.028,0.014
2005,3,3,0.281,0.417
2005,4,1,2.395,2.786
2005,4,2,15.836,4.122
2005,4,3,13.112,4.609
2005,5,1,2.814,8.8
2005,5,2,2.222,11.279
2005,5,3,17.01,15.549
2005,6,1,9.86,23.267
2005,6,2,32.457,28.098
2005,6,3,21.545,28.006
2005,7,1,35.964,28.729
2005,7,2,49.796,29.092
2005,7,3,101.643,35.956
2005,8,1,38.994,26.816
2005,8,2,24.802,27.074
2005,8,3,40.934,36.739
2005,9,1,129.13,53.93
2005,9,2,38.501,51.986
2005,9,3,66.679,48.814
2005,10,1,2.255,38.699
2005,10,2,97.02,28.547
2005,10,3,38.265,13.824
2005,11,1,2.631,9.743
2005,11,2,1.729,6.196
2005,11,3,1.852,3.79
2005,12,1,1.026,1.002
2005,12,2,0.607,0.527
2005,12,3,0.251,0.178
2006,1,1,0.03,0
2006,1,2,0,0
2006,1,3,0,0
2006,2,1,0.13,0.078
2006,2,2,0.228,0.214
2006,2,3,0.04,0.026
2006,3,1,0.749,0.04
2006,3,2,0.198,0.014
2006,3,3,1.192,0.417
2006,4,1,2.014,2.786
2006,4,2,3.804,4.122
2006,4,3,2.232,4.609
2006,5,1,4.749,8.8
2006,5,2,1.772,11.279
2006,5,3,60.647,15.549
2006,6,1,16.523,23.267
2006,6,2,20.321,28.098
2006,6,3,58.032,28.006
2006,7,1,47.339,28.729
2006,7,2,8.459,29.092
2006,7,3,38.996,35.956
2006,8,1,91.182,26.816
2006,8,2,8.599,27.074
2006,8,3,8.02,36.739
2006,9,1,62.739,53.93
2006,9,2,114.774,51.986
2006,9,3,48.228,48.814
2006,10,1,37.076,38.699
2006,10,2,3.327,28.547
2006,10,3,5.856,13.824
2006,11,1,58.768,9.743
2006,11,2,5.042,6.196
2006,11,3,18.415,3.79
2006,12,1,1.002,1.002
2006,12,2,0.609,0.527
2006,12,3,0.206,0.178