2007-06-10,2007-07-22,supply
2008-04-08,2008-05-21,no
2008-05-21,2008-07-03,no
2008-09-09,2008-10-22,no
2009-04-28,2009-06-10,no
2009-08-26,2009-10-08,no
2009-10-08,2009-11-20,no
2010-12-11,2011-01-22,supply
2011-05-03,2011-06-15,no
2011-08-27,2011-10-08,supply
2012-03-10,2012-04-22,no
2012-05-20,2012-07-02,no
2012-08-04,2012-09-16,no
2012-09-09,2012-10-21,supply
2013-05-14,2013-06-26,no
2013-08-19,2013-09-30,supply
2013-11-15,2013-12-27,supply
2014-03-11,2014-04-23,no
2015-03-24,2015-05-06,no
2015-05-06,2015-06-18,no
2015-07-22,2015-09-03,no
2015-11-21,2016-01-03,no
2016-01-03,2016-02-15,no
2016-05-22,2016-07-03,supply
2016-09-09,2016-10-22,no
2016-09-23,2016-11-04,supply
2016-12-23,2017-02-03,supply
2017-03-19,2017-05-01,no
2017-07-12,2017-08-24,no
2017-12-31,2018-02-12,no
2019-09-13,2019-10-25,supply
