"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2013,1,1,0.214,0.189
2013,1,2,0.017,0.011
2013,1,3,0.02,0
2013,2,1,0.017,0
2013,2,2,0.014,0
2013,2,3,0,0
2013,3,1,0.011,0
2013,3,2,0.056,0.054
2013,3,3,0.732,0.766
2013,4,1,2.242,3.82
2013,4,2,2.606,5.242
2013,4,3,5.459,4.608
2013,5,1,4.375,6.828
2013,5,2,1.482,7.806
2013,5,3,6.27,19.67
2013,6,1,120.4,73.377
2013,6,2,146.124,85.118
2013,6,3,96.823,78.27
2013,7,1,44.158,93.135
2013,7,2,134.085,87.792
2013,7,3,148.332,108.115
2013,8,1,44.783,68.651
2013,8,2,25.411,62.828
2013,8,3,13.792,70.834
2013,9,1,41.969,60.152
2013,9,2,170.025,54.087
2013,9,3,11.597,53.924
2013,10,1,15.29,45.107
2013,10,2,10.279,35.42
2013,10,3,52.369,17.028
2013,11,1,5.741,12.766
2013,11,2,1.862,10.631
2013,11,3,6.648,6.059
2013,12,1,2.006,1.817
2013,12,2,1.127,1.113
2013,12,3,0.851,0.851
2014,1,1,0.214,0.189
2014,1,2,0.017,0.011
2014,1,3,0.02,0
2014,2,1,0.017,0
2014,2,2,0.011,0
2014,2,3,0,0
2014,3,1,0.042,0
2014,3,2,0.127,0.054
2014,3,3,0.814,0.766
2014,4,1,3.682,3.82
2014,4,2,5.02,5.242
2014,4,3,5.817,4.608
2014,5,1,10.555,6.828
2014,5,2,10.166,7.806
2014,5,3,15.054,19.67
2014,6,1,55.27,73.377
2014,6,2,11.53,85.118
2014,6,3,8.039,78.27
2014,7,1,83.006,93.135
2014,7,2,96.656,87.792
2014,7,3,211.192,108.115
2014,8,1,40.623,68.651
2014,8,2,57.268,62.828
2014,8,3,190.555,70.834
2014,9,1,38.445,60.152
2014,9,2,10.569,54.087
2014,9,3,31.442,53.924
2014,10,1,25.076,45.107
2014,10,2,13.028,35.42
2014,10,3,40.132,17.028
2014,11,1,2.715,12.766
2014,11,2,28.58,10.631
2014,11,3,3.037,6.059
2014,12,1,1.831,1.817
2014,12,2,1.527,1.113
2014,12,3,0.907,0.851
2015,1,1,0.22,0.189
2015,1,2,0.017,0.011
2015,1,3,0.02,0
2015,2,1,0.318,0
2015,2,2,0.011,0
2015,2,3,0,0
2015,3,1,0.279,0
2015,3,2,0.197,0.054
2015,3,3,3.969,0.766
2015,4,1,2.287,3.82
2015,4,2,3.279,5.242
2015,4,3,4.665,4.608
2015,5,1,24.076,6.828
2015,5,2,12.806,7.806
2015,5,3,23.118,19.67
2015,6,1,52.851,73.377
2015,6,2,40.087,85.118
2015,6,3,74.507,78.27
2015,7,1,16.169,93.135
2015,7,2,14.138,87.792
2015,7,3,28.276,108.115
2015,8,1,47.901,68.651
2015,8,2,33.406,62.828
2015,8,3,16.896,70.834
2015,9,1,77.78,60.152
2015,9,2,118.135,54.087
2015,9,3,12.02,53.924
2015,10,1,73.369,45.107
2015,10,2,15.715,35.42
2015,10,3,2.783,17.028
2015,11,1,14.428,12.766
2015,11,2,1.98,10.631
2015,11,3,8.859,6.059
2015,12,1,1.701,1.817
2015,12,2,1.18,1.113
2015,12,3,1.003,0.851