"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2004,1,1,0.217,0.189
2004,1,2,0.017,0.011
2004,1,3,0,0
2004,2,1,0,0
2004,2,2,0,0
2004,2,3,0,0
2004,3,1,0,0
2004,3,2,0.048,0.054
2004,3,3,0.693,0.766
2004,4,1,4.69,3.82
2004,4,2,2.392,5.242
2004,4,3,4.11,4.608
2004,5,1,22.856,6.828
2004,5,2,58.715,7.806
2004,5,3,38.834,19.67
2004,6,1,118.349,73.377
2004,6,2,138.82,85.118
2004,6,3,17.977,78.27
2004,7,1,39.614,93.135
2004,7,2,56.662,87.792
2004,7,3,88.775,108.115
2004,8,1,134.239,68.651
2004,8,2,61.039,62.828
2004,8,3,23.648,70.834
2004,9,1,61.423,60.152
2004,9,2,38.558,54.087
2004,9,3,68.039,53.924
2004,10,1,22.597,45.107
2004,10,2,2.203,35.42
2004,10,3,3.749,17.028
2004,11,1,20.406,12.766
2004,11,2,3.242,10.631
2004,11,3,2.442,6.059
2004,12,1,1.575,1.817
2004,12,2,1.11,1.113
2004,12,3,0.865,0.851
2005,1,1,0.307,0.189
2005,1,2,0.039,0.011
2005,1,3,0.023,0
2005,2,1,0,0
2005,2,2,0,0
2005,2,3,0,0
2005,3,1,0.282,0
2005,3,2,0.082,0.054
2005,3,3,0.797,0.766
2005,4,1,3.8,3.82
2005,4,2,16.496,5.242
2005,4,3,12.285,4.608
2005,5,1,2.27,6.828
2005,5,2,2.037,7.806
2005,5,3,15.023,19.67
2005,6,1,30.42,73.377
2005,6,2,115.496,85.118
2005,6,3,70.89,78.27
2005,7,1,128.817,93.135
2005,7,2,123.924,87.792
2005,7,3,236.065,108.115
2005,8,1,119.901,68.651
2005,8,2,45.366,62.828
2005,8,3,91.983,70.834
2005,9,1,172.789,60.152
2005,9,2,33.239,54.087
2005,9,3,70.961,53.924
2005,10,1,5.315,45.107
2005,10,2,92.254,35.42
2005,10,3,39.445,17.028
2005,11,1,2.983,12.766
2005,11,2,2.307,10.631
2005,11,3,3.549,6.059
2005,12,1,2,1.817
2005,12,2,1.093,1.113
2005,12,3,0.882,0.851
2006,1,1,0.217,0.189
2006,1,2,0.017,0.011
2006,1,3,0,0
2006,2,1,0,0
2006,2,2,0,0
2006,2,3,0,0
2006,3,1,0.428,0
2006,3,2,0.251,0.054
2006,3,3,1.13,0.766
2006,4,1,2.389,3.82
2006,4,2,2.766,5.242
2006,4,3,2.33,4.608
2006,5,1,5.823,6.828
2006,5,2,1.065,7.806
2006,5,3,85.234,19.67
2006,6,1,75.8,73.377
2006,6,2,60.186,85.118
2006,6,3,191.673,78.27
2006,7,1,183.127,93.135
2006,7,2,48.482,87.792
2006,7,3,114.775,108.115
2006,8,1,234.921,68.651
2006,8,2,48.899,62.828
2006,8,3,29.679,70.834
2006,9,1,79.087,60.152
2006,9,2,100.496,54.087
2006,9,3,28.225,53.924
2006,10,1,59.913,45.107
2006,10,2,5.208,35.42
2006,10,3,8.732,17.028
2006,11,1,39.093,12.766
2006,11,2,8.955,10.631
2006,11,3,35.338,6.059
2006,12,1,1.566,1.817
2006,12,2,1.101,1.113
2006,12,3,0.865,0.851