"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2016,1,1,0.214,0.189
2016,1,2,0.017,0.011
2016,1,3,0.02,0
2016,2,1,0.014,0
2016,2,2,0.028,0
2016,2,3,0.124,0
2016,3,1,0.586,0
2016,3,2,0.228,0.054
2016,3,3,1.521,0.766
2016,4,1,2.028,3.82
2016,4,2,2.386,5.242
2016,4,3,2.361,4.608
2016,5,1,1.014,6.828
2016,5,2,13.625,7.806
2016,5,3,1.397,19.67
2016,6,1,104.518,73.377
2016,6,2,61.51,85.118
2016,6,3,36.659,78.27
2016,7,1,251.093,93.135
2016,7,2,84.69,87.792
2016,7,3,125.803,108.115
2016,8,1,40.713,68.651
2016,8,2,24.054,62.828
2016,8,3,46.854,70.834
2016,9,1,5.797,60.152
2016,9,2,108.414,54.087
2016,9,3,87.949,53.924
2016,10,1,19.493,45.107
2016,10,2,7.377,35.42
2016,10,3,10.642,17.028
2016,11,1,2.211,12.766
2016,11,2,3.772,10.631
2016,11,3,2.377,6.059
2016,12,1,1.6,1.817
2016,12,2,1.113,1.113
2016,12,3,0.873,0.851
2017,1,1,0.214,0.189
2017,1,2,0.017,0.011
2017,1,3,0.02,0
2017,2,1,0.017,0
2017,2,2,0.017,0
2017,2,3,0,0
2017,3,1,0.025,0
2017,3,2,0.031,0.054
2017,3,3,1.02,0.766
2017,4,1,1.735,3.82
2017,4,2,1.952,5.242
2017,4,3,1.91,4.608
2017,5,1,10.42,6.828
2017,5,2,9.752,7.806
2017,5,3,3.701,19.67
2017,6,1,80.538,73.377
2017,6,2,118.887,85.118
2017,6,3,28.915,78.27
2017,7,1,35.685,93.135
2017,7,2,90.963,87.792
2017,7,3,36.383,108.115
2017,8,1,17.211,68.651
2017,8,2,62.048,62.828
2017,8,3,99.27,70.834
2017,9,1,72.42,60.152
2017,9,2,132.268,54.087
2017,9,3,87.375,53.924
2017,10,1,74.775,45.107
2017,10,2,66.22,35.42
2017,10,3,5.025,17.028
2017,11,1,2.555,12.766
2017,11,2,4.963,10.631
2017,11,3,4.738,6.059
2017,12,1,2.738,1.817
2017,12,2,1.287,1.113
2017,12,3,1.034,0.851
2018,1,1,0.214,0.189
2018,1,2,0.017,0.011
2018,1,3,0.02,0
2018,2,1,0.406,0
2018,2,2,0.023,0
2018,2,3,0,0
2018,3,1,0.132,0
2018,3,2,0.254,0.054
2018,3,3,1.454,0.766
2018,4,1,4.037,3.82
2018,4,2,8.977,5.242
2018,4,3,1.78,4.608
2018,5,1,5.056,6.828
2018,5,2,8.386,7.806
2018,5,3,23.254,19.67
2018,6,1,95.969,73.377
2018,6,2,39.803,85.118
2018,6,3,119.865,78.27
2018,7,1,92.763,93.135
2018,7,2,75.392,87.792
2018,7,3,25.251,108.115
2018,8,1,23.803,68.651
2018,8,2,89.893,62.828
2018,8,3,51.068,70.834
2018,9,1,6.096,60.152
2018,9,2,8.276,54.087
2018,9,3,66.172,53.924
2018,10,1,21.935,45.107
2018,10,2,49.839,35.42
2018,10,3,3.054,17.028
2018,11,1,10.296,12.766
2018,11,2,10.862,10.631
2018,11,3,2.341,6.059
2018,12,1,1.603,1.817
2018,12,2,1.118,1.113
2018,12,3,0.958,0.851