,date,price
0,2006-01-01,1400.0
1,2006-01-02,1400.0
2,2006-01-03,1400.0
3,2006-01-04,1400.0
4,2006-01-05,1400.0
5,2006-01-06,1400.0
6,2006-01-07,1400.0
7,2006-01-08,1400.0
8,2006-01-09,1400.0
9,2006-01-10,1400.0
10,2006-01-11,1400.0
11,2006-01-12,1400.0
12,2006-01-13,1400.0
13,2006-01-14,1400.0
14,2006-01-15,1400.0
15,2006-01-16,1400.0
16,2006-01-17,1400.0
17,2006-01-18,1400.0
18,2006-01-19,1400.0
19,2006-01-20,1400.0
20,2006-01-21,1400.0
21,2006-01-22,1400.0
22,2006-01-23,1400.0
23,2006-01-24,1400.0
24,2006-01-25,1400.0
25,2006-01-26,1400.0
26,2006-01-27,1400.0
27,2006-01-28,1400.0
28,2006-01-29,1400.0
29,2006-01-30,1400.0
30,2006-01-31,1400.0
31,2006-02-01,1400.0
32,2006-02-02,1400.0
33,2006-02-03,1400.0
34,2006-02-04,1400.0
35,2006-02-05,1400.0
36,2006-02-06,1400.0
37,2006-02-07,1400.0
38,2006-02-08,1400.0
39,2006-02-09,1400.0
40,2006-02-10,1400.0
41,2006-02-11,1400.0
42,2006-02-12,1400.0
43,2006-02-13,1400.0
44,2006-02-14,1400.0
45,2006-02-15,1400.0
46,2006-02-16,1400.0
47,2006-02-17,1400.0
48,2006-02-18,1400.0
49,2006-02-19,1400.0
50,2006-02-20,1400.0
51,2006-02-21,1400.0
52,2006-02-22,1400.0
53,2006-02-23,1400.0
54,2006-02-24,1400.0
55,2006-02-25,1400.0
56,2006-02-26,1400.0
57,2006-02-27,1400.0
58,2006-02-28,1400.0
59,2006-03-01,1400.0
60,2006-03-02,1400.0
61,2006-03-03,1400.0
62,2006-03-04,1400.0
63,2006-03-05,1400.0
64,2006-03-06,1400.0
65,2006-03-07,1400.0
66,2006-03-08,1400.0
67,2006-03-09,1400.0
68,2006-03-10,1400.0
69,2006-03-11,1400.0
70,2006-03-12,1400.0
71,2006-03-13,1400.0
72,2006-03-14,1400.0
73,2006-03-15,1400.0
74,2006-03-16,1400.0
75,2006-03-17,1400.0
76,2006-03-18,1400.0
77,2006-03-19,1400.0
78,2006-03-20,1400.0
79,2006-03-21,1400.0
80,2006-03-22,1400.0
81,2006-03-23,1400.0
82,2006-03-24,1400.0
83,2006-03-25,1400.0
84,2006-03-26,1400.0
85,2006-03-27,1400.0
