,date,price
0,2006-01-01,2600.0
1,2006-01-02,2600.0
2,2006-01-03,2600.0
3,2006-01-04,2600.0
4,2006-01-05,2600.0
5,2006-01-06,2600.0
6,2006-01-07,2600.0
7,2006-01-08,2600.0
8,2006-01-09,2600.0
9,2006-01-10,2600.0
10,2006-01-11,2600.0
11,2006-01-12,2600.0
12,2006-01-13,2600.0
13,2006-01-14,2600.0
14,2006-01-15,2600.0
15,2006-01-16,2600.0
16,2006-01-17,2600.0
17,2006-01-18,2600.0
18,2006-01-19,2600.0
19,2006-01-20,2600.0
20,2006-01-21,2600.0
21,2006-01-22,2600.0
22,2006-01-23,2600.0
23,2006-01-24,2600.0
24,2006-01-25,2600.0
25,2006-01-26,2600.0
26,2006-01-27,2600.0
27,2006-01-28,2600.0
28,2006-01-29,2600.0
29,2006-01-30,2600.0
30,2006-01-31,2600.0
31,2006-02-01,2600.0
32,2006-02-02,2600.0
33,2006-02-03,2600.0
34,2006-02-04,2600.0
35,2006-02-05,2600.0
36,2006-02-06,2600.0
37,2006-02-07,2600.0
38,2006-02-08,2600.0
39,2006-02-09,2600.0
40,2006-02-10,2600.0
41,2006-02-11,2600.0
42,2006-02-12,2600.0
43,2006-02-13,2600.0
44,2006-02-14,2600.0
45,2006-02-15,2600.0
46,2006-02-16,2600.0
47,2006-02-17,2600.0
48,2006-02-18,2600.0
49,2006-02-19,2600.0
50,2006-02-20,2600.0
51,2006-02-21,2600.0
52,2006-02-22,2600.0
53,2006-02-23,2600.0
54,2006-02-24,2600.0
55,2006-02-25,2600.0
56,2006-02-26,2600.0
57,2006-02-27,2600.0
58,2006-02-28,2600.0
59,2006-03-01,2600.0
60,2006-03-02,2600.0
61,2006-03-03,2600.0
62,2006-03-04,2600.0
63,2006-03-05,2600.0
64,2006-03-06,2600.0
65,2006-03-07,2600.0
66,2006-03-08,2600.0
67,2006-03-09,2600.0
68,2006-03-10,2600.0
69,2006-03-11,2600.0
70,2006-03-12,2600.0
71,2006-03-13,2600.0
72,2006-03-14,2600.0
73,2006-03-15,2600.0
74,2006-03-16,2600.0
75,2006-03-17,2600.0
76,2006-03-18,2600.0
77,2006-03-19,2600.0
78,2006-03-20,2600.0
79,2006-03-21,2600.0
80,2006-03-22,2600.0
81,2006-03-23,2600.0
82,2006-03-24,2600.0
83,2006-03-25,2600.0
84,2006-03-26,2600.0
85,2006-03-27,2600.0
86,2006-03-28,2600.0
87,2006-03-29,2600.0
88,2006-03-30,2600.0
89,2006-03-31,2600.0
90,2006-04-01,2600.0
91,2006-04-02,2600.0
92,2006-04-03,2600.0
93,2006-04-04,2600.0
94,2006-04-05,2600.0
95,2006-04-06,2600.0
96,2006-04-07,2600.0
97,2006-04-08,2600.0
98,2006-04-09,2600.0
99,2006-04-10,2600.0
100,2006-04-11,2600.0
101,2006-04-12,2600.0
102,2006-04-13,2600.0
103,2006-04-14,2600.0
104,2006-04-15,2600.0
105,2006-04-16,2600.0
106,2006-04-17,2600.0
107,2006-04-18,2600.0
108,2006-04-19,2600.0
109,2006-04-20,2600.0
110,2006-04-21,2600.0
111,2006-04-22,2600.0
112,2006-04-23,2600.0
113,2006-04-24,2600.0
114,2006-04-25,2600.0
115,2006-04-26,2600.0
116,2006-04-27,2600.0
117,2006-04-28,2600.0
118,2006-04-29,2600.0
119,2006-04-30,2600.0
120,2006-05-01,2600.0
121,2006-05-02,2600.0
122,2006-05-03,2600.0
123,2006-05-04,2600.0
124,2006-05-05,2600.0
125,2006-05-06,2600.0
126,2006-05-07,2600.0
127,2006-05-08,2600.0
128,2006-05-09,2600.0
129,2006-05-10,2600.0
130,2006-05-11,2600.0
131,2006-05-12,2600.0
132,2006-05-13,2600.0
133,2006-05-14,2600.0
134,2006-05-15,2600.0
135,2006-05-16,2600.0
136,2006-05-17,2600.0
137,2006-05-18,2600.0
138,2006-05-19,2600.0
139,2006-05-20,2600.0
140,2006-05-21,2600.0
141,2006-05-22,2600.0
142,2006-05-23,2600.0
143,2006-05-24,2600.0
144,2006-05-25,2600.0
145,2006-05-26,2600.0
146,2006-05-27,2600.0
147,2006-05-28,2600.0
148,2006-05-29,2600.0
149,2006-05-30,2600.0
150,2006-05-31,2600.0
151,2006-06-01,2600.0
152,2006-06-02,2600.0
153,2006-06-03,2600.0
154,2006-06-04,2600.0
155,2006-06-05,2600.0
156,2006-06-06,2600.0
157,2006-06-07,2600.0
158,2006-06-08,2600.0
159,2006-06-09,2600.0
160,2006-06-10,2600.0
161,2006-06-11,2600.0
162,2006-06-12,2600.0
163,2006-06-13,2600.0
164,2006-06-14,2600.0
165,2006-06-15,2600.0
166,2006-06-16,2600.0
167,2006-06-17,2600.0
168,2006-06-18,2600.0
169,2006-06-19,2600.0
170,2006-06-20,2600.0
171,2006-06-21,2600.0
172,2006-06-22,2600.0
173,2006-06-23,2600.0
174,2006-06-24,2600.0
175,2006-06-25,2600.0
176,2006-06-26,2600.0
177,2006-06-27,2600.0
178,2006-06-28,2600.0
179,2006-06-29,2600.0
180,2006-06-30,2600.0
181,2006-07-01,2600.0
182,2006-07-02,2600.0
183,2006-07-03,2600.0
184,2006-07-04,2600.0
185,2006-07-05,2600.0
186,2006-07-06,2600.0
187,2006-07-07,2600.0
188,2006-07-08,2600.0
189,2006-07-09,2600.0
190,2006-07-10,2600.0
191,2006-07-11,2600.0
192,2006-07-12,2600.0
193,2006-07-13,2600.0
194,2006-07-14,2600.0
195,2006-07-15,2600.0
196,2006-07-16,2600.0
197,2006-07-17,2600.0
198,2006-07-18,2600.0
199,2006-07-19,2600.0
200,2006-07-20,2600.0
201,2006-07-21,2600.0
202,2006-07-22,2600.0
203,2006-07-23,2600.0
204,2006-07-24,2600.0
205,2006-07-25,2600.0
206,2006-07-26,2600.0
207,2006-07-27,2600.0
208,2006-07-28,2600.0
209,2006-07-29,2600.0
210,2006-07-30,2600.0
211,2006-07-31,2600.0
212,2006-08-01,2600.0
213,2006-08-02,2600.0
214,2006-08-03,2600.0
215,2006-08-04,2600.0
216,2006-08-05,2600.0
