"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2004,1,1,0.128,0.027
2004,1,2,0.061,0.058
2004,1,3,0.07,0.059
2004,2,1,0.061,0.058
2004,2,2,0.063,0.059
2004,2,3,0.011,0.011
2004,3,1,0,0.004
2004,3,2,0,0.034
2004,3,3,0.103,0.138
2004,4,1,1.201,0.599
2004,4,2,0.608,0.881
2004,4,3,0.917,1.203
2004,5,1,8.23,2.683
2004,5,2,22.552,3.718
2004,5,3,4.691,6.75
2004,6,1,38.709,34.07
2004,6,2,42.692,43.696
2004,6,3,11.433,37.682
2004,7,1,18.291,34.486
2004,7,2,25.887,32.959
2004,7,3,75.151,46.036
2004,8,1,44.085,39.491
2004,8,2,12.468,30.773
2004,8,3,11.077,53.914
2004,9,1,61.218,58.426
2004,9,2,31.236,53.209
2004,9,3,137.183,48.565
2004,10,1,23.612,36.694
2004,10,2,3.964,23.232
2004,10,3,3.171,10.272
2004,11,1,12.797,7.241
2004,11,2,2.106,6.455
2004,11,3,1.653,3.998
2004,12,1,1.052,1.124
2004,12,2,0.862,0.854
2004,12,3,0.752,0.665
2005,1,1,0.392,0.027
2005,1,2,0.097,0.058
2005,1,3,0.133,0.059
2005,2,1,0.079,0.058
2005,2,2,0.059,0.059
2005,2,3,0.011,0.011
2005,3,1,0.847,0.004
2005,3,2,0.002,0.034
2005,3,3,0.2,0.138
2005,4,1,0.437,0.599
2005,4,2,3.885,0.881
2005,4,3,4.745,1.203
2005,5,1,1.745,2.683
2005,5,2,1.221,3.718
2005,5,3,4.995,6.75
2005,6,1,14.085,34.07
2005,6,2,43.236,43.696
2005,6,3,34.444,37.682
2005,7,1,42.151,34.486
2005,7,2,57.214,32.959
2005,7,3,111.928,46.036
2005,8,1,44.759,39.491
2005,8,2,26.865,30.773
2005,8,3,27.57,53.914
2005,9,1,157.82,58.426
2005,9,2,48.838,53.209
2005,9,3,66.284,48.565
2005,10,1,3.671,36.694
2005,10,2,73.984,23.232
2005,10,3,26.565,10.272
2005,11,1,1.484,7.241
2005,11,2,1.311,6.455
2005,11,3,4.138,3.998
2005,12,1,1.169,1.124
2005,12,2,0.869,0.854
2005,12,3,0.763,0.665
2006,1,1,0.131,0.027
2006,1,2,0.061,0.058
2006,1,3,0.068,0.059
2006,2,1,0.061,0.058
2006,2,2,0.063,0.059
2006,2,3,0.011,0.011
2006,3,1,2.766,0.004
2006,3,2,0.241,0.034
2006,3,3,0.737,0.138
2006,4,1,0.466,0.599
2006,4,2,0.66,0.881
2006,4,3,0.906,1.203
2006,5,1,1.117,2.683
2006,5,2,1.552,3.718
2006,5,3,37.245,6.75
2006,6,1,30.471,34.07
2006,6,2,27.363,43.696
2006,6,3,81.498,37.682
2006,7,1,82.723,34.486
2006,7,2,10.146,32.959
2006,7,3,64.869,46.036
2006,8,1,183.797,39.491
2006,8,2,24.766,30.773
2006,8,3,20.937,53.914
2006,9,1,49.013,58.426
2006,9,2,117.327,53.209
2006,9,3,69.603,48.565
2006,10,1,73.273,36.694
2006,10,2,3.876,23.232
2006,10,3,6.061,10.272
2006,11,1,22.002,7.241
2006,11,2,3.23,6.455
2006,11,3,7.8,3.998
2006,12,1,1.11,1.124
2006,12,2,0.862,0.854
2006,12,3,0.718,0.665