Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,03/02/20,5227,Red,300,2500,2100
,06/02/20,6158,Other,300,2100,1700
,09/02/20,4391,Other,200,2300,1900
,10/02/20,3228,Other,300,2600,2100
Akluj,06/02/20,37,Red,800,2500,1800
,09/02/20,25,Red,1000,2100,1500
,13/02/20,29,Red,700,2300,1600
Akole,06/02/20,40,Other,300,1751,1200
Amrawati(Frui & Veg. Market),01/02/20,52,Local,1400,2000,1700
,02/02/20,60,Local,1500,2000,1750
,03/02/20,62,Local,1400,2000,1600
,04/02/20,60,Local,1400,2000,1700
,05/02/20,55,Local,1500,2000,1750
,07/02/20,62,Local,1000,2200,1600
,08/02/20,73,Local,1400,1800,1600
,10/02/20,21,Local,1200,2000,1600
,11/02/20,63,Local,1000,2000,1500
,12/02/20,52,Local,1000,2000,1500
,13/02/20,49,Local,1000,2000,1500
Aurangabad,01/02/20,70,Other,400,2600,1500
,02/02/20,93,Other,500,2500,1500
,03/02/20,77,Other,300,2400,1350
,04/02/20,71,Other,400,2200,1300
,05/02/20,69,Other,550,2150,1350
,06/02/20,86,Other,300,2200,1250
,08/02/20,66,Other,300,2200,1250
,09/02/20,78,Other,200,1800,1000
,10/02/20,62,Other,300,2000,1150
,11/02/20,59,Other,600,2200,1400
,12/02/20,59,Other,400,2150,1275
Chandrapur(Ganjwad),02/02/20,20,White,1800,2500,2000
,03/02/20,8,White,1800,2500,2000
,04/02/20,17,White,2000,3000,2500
,09/02/20,25,White,1500,3000,2000
Chandvad,01/02/20,1200,Red,1500,2652,2300
,04/02/20,1625,Red,1200,2025,1750
,05/02/20,1571,Red,1200,2041,1650
,06/02/20,1296,Red,1200,2041,1700
,07/02/20,1150,Red,1200,1972,1650
,08/02/20,1000,Red,1200,2103,1700
,11/02/20,1167,Red,1500,2207,1850
,12/02/20,1260,Red,1000,2153,1850
,13/02/20,1200,Red,1000,2075,1800
Devala,03/02/20,707,Red,1000,2500,2150
,04/02/20,761,Red,500,2235,1650
,05/02/20,713,Red,500,2005,1600
,06/02/20,640,Red,500,1980,1650
,07/02/20,528,Red,500,2020,1750
,10/02/20,628,Red,1000,2400,2100
,11/02/20,574,Red,1000,2300,1900
,12/02/20,528,Red,500,2305,1900
,13/02/20,668,Red,1000,2300,1950
