2007-06-10,2007-07-22,supply
2010-12-11,2011-01-22,supply
2011-08-27,2011-10-08,supply
2012-02-05,2012-03-19,no
2012-09-09,2012-10-21,supply
2012-12-06,2013-01-18,no
2013-02-27,2013-04-11,no
2013-11-15,2013-12-27,supply
2014-11-11,2014-12-23,supply
2015-03-14,2015-04-26,no
2015-06-09,2015-07-22,no
2015-08-25,2015-10-07,no
2015-10-17,2015-11-29,no
2016-03-12,2016-04-24,no
2016-05-22,2016-07-03,supply
2016-07-04,2016-08-16,no
2016-12-23,2017-02-03,supply
2018-03-13,2018-04-25,no
2018-06-24,2018-08-06,no
2018-08-22,2018-10-04,no
2019-03-03,2019-04-15,no
2019-05-21,2019-07-03,no
2019-08-15,2019-09-27,no
2019-09-13,2019-10-25,supply
